song_mbid,artist_mbid,playcount,listeners
02567aba-b2ac-46c8-bf6f-7621ae72c845,9f81247f-7f57-42f3-a8ba-75bef554e591,2687140,296104
0258df62-50c5-4388-b52e-5f53c2fbdcd3,f59c5520-5f46-4d2c-b2c4-822eabf53419,7873995,969598
025ab463-05af-41c8-be84-71ff9cc33e83,871fe26f-544d-4275-a5dd-af5442d15b92,16826795,976324
025ae808-e5b4-4ac4-9489-967780fe9bbd,53b06622-ec51-4924-a554-58b0affde6b5,3775592,385153
025c8b78-d941-4d93-945f-9f4b34a25099,cf0dbc16-4e24-4957-b5b4-955c8978f690,4539184,235104
025deb53-07b3-4531-90ff-7915f9416611,44cf61b8-5197-448a-b82b-cef6ee89fac5,33590506,2493075
02605eee-f774-48b3-adee-1dc4a908437b,0d79fe8e-ba27-4859-bb8c-2f255f346853,29859435,480068
0261ce77-d8a0-4b24-9a4d-6f544d3f1f13,5df62a88-cac9-490a-b62c-c7c88f4020f4,6874985,509781
02692673-8dc3-374d-afd8-063924b51eec,73e5e69d-3554-40d8-8516-00cb38737a1c,7277381,799096
026c8c7b-b505-37cd-b1bf-db3ea4e66933,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,7812086,931265
026f2b70-74a5-4254-acec-d134078797ea,fcc7e9c8-3474-4221-b83a-27890982e0fa,3529537,298403
026fa041-3917-4c73-9079-ed16e36f20f8,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,6136341,586599
02759141-ff8b-414b-94fc-d942a897cbf8,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,20008874,1237704
0280ccfd-b3a7-46b1-a4a6-18aa1d340c51,d786f59b-1836-4ddb-8393-ab753edbe984,5340824,525744
02831931-d2b0-4d8c-b8b6-c18ad7f2ae02,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,2041130,167086
0283b8c9-ef79-4ddd-b135-aa03d5d1f10e,75be165a-ad83-4d12-bd28-f589a15c479f,8931039,994240
028664ef-4e3e-3879-bea4-c09498e699cc,44cf61b8-5197-448a-b82b-cef6ee89fac5,7576421,756801
028e903f-1828-4226-8d7d-97bc57fd2ee6,c07f0676-9143-4217-8a9f-4c26bd636f13,15278107,1258847
028eb5ad-3eba-4e8f-ac50-4cbc21c0c11e,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,10184840,930839
028fa784-a1fd-320c-8260-533e96145a33,03ad1736-b7c9-412a-b442-82536d63a5c4,8841919,871651
02925e8c-e013-41f8-b552-68bc731cbfa9,6ffb8ea9-2370-44d8-b678-e9237bbd347b,22200261,2212575
029372b2-f793-4e10-9386-c972eadc336e,012151a8-0f9a-44c9-997f-ebd68b5389f9,10160089,1100770
0299777b-e985-316c-a505-df251b676611,95f5b748-d370-47fe-85bd-0af2dc450bc0,4852309,649234
029c140a-e67f-4527-904b-cee6cc4fbd43,fac55e3c-d459-45ed-9f9f-f5078d3b3423,3182238,380245
029c4ed5-0aee-473a-8550-7a39e777b3fe,5ec1ecc6-4535-4911-a27a-e26343f4a189,4573956,498139
02a578fd-ccc1-4d47-a1ca-f2dd8030cef2,b9472588-93f3-4922-a1a2-74082cdf9ce8,5261038,575899
02a775dc-e121-3a99-9d64-7aface571f72,382f1005-e9ab-4684-afd4-0bdae4ee37f2,5339861,718165
02a92b38-1673-4c32-8781-fa1d1ef7845d,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,2762048,201775
