song_mbid,artist_mbid,playcount,listeners
20c82dd5-8374-369d-9bf6-37674b273bcd,1154d345-8061-4d04-a52a-6214288523ac,5669881,461601
20cb4da9-455f-33c2-bdfa-23b9dd0e17a9,f236134b-7ebb-4ba8-b155-1791193d05ec,6540796,1150503
20d49aa5-8c62-41e8-a36c-41bcada42cec,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,8264398,630318
20ddca5e-3de5-4690-a492-27c8348bea8d,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,2512185,290730
20e7e75c-6091-4637-ac46-a2e58aee7b19,9f93c34a-2dc2-400e-ada5-937c3efc3437,17538526,1062822
20ef5a77-b596-4263-818b-b1a7d1edbfb5,e520459c-dff4-491d-a6e4-c97be35e0044,39254648,1720000
20f021d9-bd52-494c-8db8-a9d934a48697,7df4c4de-3181-4a69-bd36-9d663970cebb,6078071,400058
20f093cb-55ab-4437-af46-877d2686f673,84d4283e-903a-42c4-a0d2-d3949bfa1f3f,5631461,282002
20f172c8-ff9e-4a63-9112-9441d4a96721,2baf3276-ed6a-4349-8d2e-f4601e7b2167,5385959,470515
20f5eecd-9c2b-47c4-b38f-b07bc6c3cad3,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,4119741,621440
21150daf-24be-47a8-8916-e6893e50a7bb,d1974dfb-9e85-42ae-9905-0bad8fe19cf9,1917240,186361
21188493-8159-429b-b99f-86efe5017a17,d0c7656d-8169-4f77-9dbe-b8f24e40105d,2298506,256341
211a9c1d-5bea-4ab7-a8be-a7e26fc6bdb0,260b6184-8828-48eb-945c-bc4cb6fc34ca,8297426,530566
211c36cc-563b-3960-bab1-693561a558b1,36f406d9-9538-4856-9a7b-0b7be42bfab1,3278203,390194
21388839-65ae-49a9-9434-f1b1ee339777,eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa,12646397,1118702
213d4632-7d0a-4d14-b458-a9cb7fb7dd6a,f22942a1-6f70-4f48-866e-238cb2308fbd,4987562,637155
2141bbf0-d397-4fa6-8a82-2b98214dcc6b,ecab255c-3af3-4154-87ec-2685041ce297,4705888,325517
2143f625-9323-4a29-8748-64cad7fd2da1,29b550f2-04a3-4733-b6f5-4e347fac7e11,2521698,290172
2154be5b-2411-4239-b257-0eda8e72dd03,7527f6c2-d762-4b88-b5e2-9244f1e34c46,3595390,576976
215e3579-2664-41f9-92a7-2141a1c65cb4,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,3177238,227250
21657a41-950c-365b-8fa4-67e3ab35bece,e664d1cd-23ab-48d5-b8fa-e98485daa5be,1130537,194179
2170153f-0277-3f01-8a92-b86335dc79a0,000fc734-b7e1-4a01-92d1-f544261b43f5,10229659,779006
21764a94-3e25-4d75-b983-e55adf12bb79,044fd265-79dd-43eb-afc4-8b20becf7e17,9756052,1016967
2188c8f3-def6-45ae-942f-493eb2df0285,2a7ef045-ca10-4cb5-8fe9-1f5d38e84bc2,2316452,313384
218b44cb-9b9f-456f-a6c5-d6c9fdf21362,7e1e5648-1d6a-4248-975a-98603e781848,4918720,320931
21966d55-6e8d-4627-b986-d60d4200a76b,96855c21-b832-4366-ba12-0d2330c36a86,15491380,743480
21988401-75fa-304b-976d-23c63b307f71,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,5795565,828687
219d66e1-fa97-424b-b6f0-c83dd36e2e66,b4691384-50c3-4afd-9988-51d3ec5db65d,6519867,555228
21a8d8b5-fa1c-41e3-bbe6-25ed5cd8e908,516cef4d-0718-4007-9939-f9b38af3f784,4738205,435928
21abfc44-0155-3bc5-a6ce-1ecdc1c4ef6c,44cf61b8-5197-448a-b82b-cef6ee89fac5,4726575,552614
21c33d3e-4d61-4c2f-b077-b7316865092d,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,2018736,161099
21ca6993-c499-408b-babe-1ca6d370cfe3,23c8056b-ee13-4cfc-a772-2f5292e35bb5,18592277,477926
21d457eb-7d27-45ef-a79b-1c2c5c401a35,0b966a38-5ad9-43c1-b86b-c07079523165,3586601,343064
21d7210e-7071-4b5b-abd7-2526a8808ceb,7a3970c9-ecd8-4eee-a267-4d8c77d97ff3,7793571,652844
21dd8f24-ece4-4745-88b0-a6890aa45f2f,680f0fa0-e465-44b0-be81-2fedb99e54a2,1276846,101938
21e16e80-eef2-3a7f-b395-36265ff1d442,45074d7c-5307-44a8-854f-ae072e1622ae,2487814,250420
21f10687-747b-4d1a-aee4-f066b16803b1,e520459c-dff4-491d-a6e4-c97be35e0044,11350692,849789
21fccbef-2620-4bdb-a64e-bfef65d3a2b9,677e31f1-4035-463c-8ca4-41175440c919,2362732,152125
22082379-3cdc-4571-a812-ca2fc93a4e5e,8834d8b5-72a4-4a6e-9d35-3a041b8579fa,2647319,151195
222ad7e7-100e-4ebc-b92d-3d09be7db042,3798b104-01cb-484c-a3b0-56adc6399b80,6027151,968230
222e1f55-ba9a-4376-8ef6-b8e9cfb6a33c,8dfe067c-ae90-472e-80f2-fcee9be4e158,8256662,369365
223b34cc-1382-40fb-a049-c3e34a289a8c,ce4a1c08-6912-423f-bf6c-97ce69f5e89f,3245872,369061
223f8406-01c3-45f3-886c-cbc2124d76ca,e520459c-dff4-491d-a6e4-c97be35e0044,11565745,1054839
22409345-075c-4c32-9add-bd5d5b1fda86,8be564c3-dfba-440b-af8c-4ffbceeef45e,2036988,282711
224177fe-504b-4495-bc62-a091f1022bda,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,6371123,486899
224b544c-3134-4f41-b127-3340452d08c8,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,11527595,1225440
2252f60c-c370-4596-b7f5-1f2197972257,272989c8-5535-492d-a25c-9f58803e027f,4576816,445625
225cb6a3-6c53-4b97-af3e-b544864272a3,8da127cc-c432-418f-b356-ef36210d82ac,5857809,426878
22627eae-76ce-45ed-82db-86111833c520,7eb1ce54-a355-41f9-8d68-e018b096d427,9351270,701320
2267a398-ab90-385e-bb74-13b2d1a27b52,c07f0676-9143-4217-8a9f-4c26bd636f13,4119480,362602
2280c64c-33b9-3ed5-9c1c-41e0748471c4,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,9114040,1021909
22904173-d3f8-3f32-a144-aae5cedb2034,a16371b9-7d36-497a-a9d4-42b0a0440c5e,7928261,703137
2297217b-c41f-4207-8480-4341ab0b6164,e167a029-fd9f-43c1-96c2-c3da6b15164f,3419976,313470
229d593e-dd2f-40ce-9db2-c4c93e5ea759,f27ec8db-af05-4f36-916e-3d57f91ecf5e,7886739,1173518
22ad1e1f-a9af-40f1-ac20-59b178012c8a,3377f3bb-60fc-4403-aea9-7e800612e060,4048825,499936
22b4b0ee-6b19-44bc-b95c-7f631c0f071d,410e7fd3-b865-4fa0-bb18-1b7fd53382ca,4167480,468085
22b8105b-7667-33b6-b59a-538ba40e5606,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,9475781,1058822
22c08790-d101-4a94-b19b-862266abcae5,fd87acc7-e0a0-4a45-bc2a-d2ab5c10be68,1998980,211606
22c143d6-1d1e-4c7f-883f-6765799b2dcb,d32de3a1-01f0-430e-859a-72307724041c,5799682,315898
22cfcb1f-0ed4-420e-a523-266674085ace,00505f51-68a8-45fc-b6d6-51be64751378,556623,123436
22d49305-4e35-4a69-8638-05ac5f734065,cc197bad-dc9c-440d-a5b5-d52ba2e14234,31528005,2298000
22d4f359-902c-4e11-8b0e-85e00a94d59b,875203e1-8e58-4b86-8dcb-7190faf411c5,1984941,293468
22db1b06-b2f6-3d76-a768-c262ce52defc,b9b082f5-e4d9-4cf2-8fce-8b1e2d8cb6c4,6962748,834508
22def67f-cdc0-4ba7-8a96-1ce3abd48622,73e5e69d-3554-40d8-8516-00cb38737a1c,5759226,653283
22e50562-564c-4bd9-9644-26d691260341,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,4644765,580810
22ee04df-e047-4e31-80a9-62318cf54ea9,e9ea0fbc-ccc7-4e98-9290-0a41aa848fa2,2724026,229555
2305f2f8-7c0b-4adc-8b1b-b23ea78642f7,d616b606-cf6a-4b6e-ab0f-e253b8db6610,429326,96933
230b436a-4f4c-4711-af6d-aaf1e55d00e4,9d027d72-790e-40ec-bbb7-61aa613457de,8066497,228474
2310544e-003a-4d85-aa96-634a55023954,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,22943686,1273528
231fd5d5-03b6-46b6-b112-887b5e5849ad,fa58cf24-0e44-421d-8519-8bf461dcfaa5,8063425,612634
2324bbe9-4540-4a95-9f30-56c28b4fedaf,8837b875-3689-4646-b3fd-d8b53815c7a8,3202216,316706
2326ed8e-315e-4f1c-9859-0dc31e8adf14,d8f43dc5-4613-48ac-8c23-a62b82f8c67a,4760827,328617
232bceed-975b-4156-88a8-d1ddb44d1b34,875203e1-8e58-4b86-8dcb-7190faf411c5,23202552,1502998
23364518-9a1d-48e6-af58-6d883aab04bf,b9472588-93f3-4922-a1a2-74082cdf9ce8,7064994,696819
2352fe2c-8b9a-3743-b078-a1e360e66f7a,44f42386-a733-4b51-8298-fe5c807d03aa,8702884,661651
23580b15-85e5-482e-abbd-d2134e10c4e3,b236b897-8db4-4823-b28e-c211683254ac,1089648,169810
235b49a7-13d3-496f-b9dc-963e5060535d,260b6184-8828-48eb-945c-bc4cb6fc34ca,6405436,482789
236bdd4e-0897-4367-82c9-9356f2869d97,2fc93bdf-1a80-4425-a78a-f62459cdd319,9465095,726495
238be1c9-7e29-445d-8bbc-f7216afaed95,272989c8-5535-492d-a25c-9f58803e027f,5073476,500795
238ec987-227b-4c0b-900c-4d90d6aad9b9,8dfe067c-ae90-472e-80f2-fcee9be4e158,7438400,358653
23910060-d3b1-4875-873b-21a4471957a4,5ec1ecc6-4535-4911-a27a-e26343f4a189,5463857,500390
239319ea-823c-42db-95f7-f80959232ceb,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,19379279,909212
239bf00c-2a75-49e1-9efa-8a2f4e7e2002,9fff2f8a-21e6-47de-a2b8-7f449929d43f,11314668,893810
23b798ad-635e-45c9-9667-e37a928f494d,e0140a67-e4d1-4f13-8a01-364355bee46e,5763791,643788
23b8b7c9-79fd-48c9-85d0-ea82e2b0718b,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,8672811,1187792
23c311f1-c0f3-40c9-a7ff-b7480163662a,f181961b-20f7-459e-89de-920ef03c7ed0,4970122,460261
23dc6abd-a609-4b45-8ee4-b88bf9b20309,34557d8f-ee4a-44ab-ae6e-49bb8ac604d0,3145869,309155
23f26e16-37ad-41d6-ba3b-008296d83ffb,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,3250922,349836
23ff17be-769c-4535-97b8-cb4d2ddfbf4f,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,3546866,656822
23ffabb6-44b8-4c98-a35d-537de9a857e0,9d027d72-790e-40ec-bbb7-61aa613457de,13095153,330268
24199d83-3da3-4fe6-ae55-c76adadeeb6c,fa58cf24-0e44-421d-8519-8bf461dcfaa5,11219642,621406
241c18f1-203b-47aa-82e3-30855da75d7d,6fe07aa5-fec0-4eca-a456-f29bff451b04,6309915,969020
241dd11e-7352-4019-ada5-240611cd8492,44cf61b8-5197-448a-b82b-cef6ee89fac5,3588835,317867
241f1a84-313d-42bd-9944-59cdd2423273,c8113576-29ae-4c27-83ea-6aa87d14363e,2298268,125161
24436eea-e79f-4592-b7f8-3e9bfe01f483,c485632c-b784-4ee9-8ea1-c5fb365681fc,25371507,2416324
24482e7c-5f69-489d-8635-fcf2a983edfd,df6c619f-4334-43e2-8b6a-4a32af1e4f85,7773364,477884
24495cc5-957d-3f47-b955-77983a79397b,e520459c-dff4-491d-a6e4-c97be35e0044,13447127,1055405
2463effd-1b2a-4424-921a-19c2bb9addaf,24e1b53c-3085-4581-8472-0b0088d2508c,8674606,743040
247879b3-a347-483b-8bd0-b0d46cea0152,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,11517524,957067
248cc9d1-97ea-493e-84d4-4c5ec718683b,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,23158353,1720024
248d011f-379c-4953-ba37-a0a9fad3ff8e,066080a4-84c7-46c6-91d3-dc10d572749b,1465716,99439
248d282f-2f8b-4f1e-841a-cacf418ea3be,1c26f82c-b35d-4c8e-a1f4-9c20747495c9,3220437,299628
24ac7fa4-8033-4291-ae75-1408086c9bb0,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,6533921,372566
24afe5e9-7a67-40e3-bac3-c42ca2422035,8837b875-3689-4646-b3fd-d8b53815c7a8,3987782,308638
24ba0390-f31e-447c-be1d-5652cc826b63,e520459c-dff4-491d-a6e4-c97be35e0044,8132764,828081
24c8d0be-549d-4fca-a51e-e335fad300bf,f2492c31-54a8-4347-a1fc-f81f72873bbf,5876883,657022
24d025dd-b8a9-49ed-86d1-1aa0e28cfa1b,606bf117-494f-4864-891f-09d63ff6aa4b,12905443,1046708
24dd7fe2-068b-456f-93f2-1eb5400f03dd,b51c672b-85e0-48fe-8648-470a2422229f,13514968,485541
24e631fc-48e5-4ab3-a988-5f43cc3d1d33,000fc734-b7e1-4a01-92d1-f544261b43f5,1662391,265229
24f92457-fb44-4d48-8d13-6dd06b5a5f17,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,3224281,569733
24ff8da1-3795-460d-bee2-f24804cb8007,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,18355362,897758
24ff97ac-d1af-3ad4-b768-8dd2fb2296f1,9df32318-47d5-4df7-bc68-3ed9e15eb0f6,1373477,220628
250437c5-3bfe-47d3-a48d-f2d40cb8f992,f9133869-f87c-459c-9aa7-2f176cda7e06,2788755,238234
251dceb8-8f0f-4c05-8f02-d4ed1903d86c,4c9a6b5d-a631-4c28-9c3c-67f4dd2f9845,2592171,179216
251f5c8d-1974-4d02-bb34-9039f6eb2492,074e3847-f67f-49f9-81f1-8c8cea147e8e,6704015,509722
252b928a-c1cf-4712-be30-109ca79ced93,fa58cf24-0e44-421d-8519-8bf461dcfaa5,32069612,1701065
252c1504-2567-4433-b574-9b61328ca521,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,4718743,615481
2539c00d-0302-49c6-960f-8e0bc2bc7620,ba853904-ae25-4ebb-89d6-c44cfbd71bd2,4136837,454841
255d1643-2d74-4cf8-b5c6-51751bec9b46,2d623e82-73e2-4179-9c44-e963980f2d58,3842492,208300
25639d6e-8b43-4ae4-b5ae-86bbfd2c267d,8d455809-96b3-4bb6-8829-ea4beb580d35,14046650,1374036
2569d057-fb11-4743-89b4-1857a84f350b,8837b875-3689-4646-b3fd-d8b53815c7a8,20800753,1152963
257632e5-b9be-3763-a799-1557453ced5b,69681b02-05b8-4685-80cb-e98983b7a96f,5264571,540724
25a1c1be-d667-4b88-9eb2-75d28a57c6be,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,12614889,1123978
25a50e29-d994-4da6-b18b-20f790a44c79,a8a8e422-4e3c-4c2e-842a-a6407357ae1d,2147230,172407
25b186b2-9248-4267-9898-ea25c7572535,84d4283e-903a-42c4-a0d2-d3949bfa1f3f,12537699,715547
25bfa764-8736-47f8-bc95-0d5ea9685e00,381086ea-f511-4aba-bdf9-71c753dc5077,5294146,676415
25d0fb0b-25fa-4dfe-b1e7-2e77423403e8,6ab10aaf-8812-41eb-b59f-f07b42468f22,5383182,308942
25db131d-4437-4d07-a289-77d1223703e7,b2f2216a-d7a9-4ce0-8b8f-f494d9a8c196,17987991,562169
25e77890-a693-4243-b3b2-10b5dcf02622,9df32318-47d5-4df7-bc68-3ed9e15eb0f6,2078673,268338
25f4c4c3-5e77-4da4-9fa1-f569dde415e5,a0723a3c-4135-438e-85c5-012712144ede,2415899,238517
2600b367-f04f-4727-9082-ea2c29ee06a2,37547347-ea75-45fa-9766-ff36b44d8147,5397568,463347
260cf7fc-f0a6-4ad9-9f87-157283f568f5,91af52ad-77b0-488e-b648-bf65ac695539,132043,31117
2633b915-cdef-4870-a1ea-e0bc9f5575f3,763cb144-afdb-471e-bd86-d4f5b9b58641,4202962,335795
26383044-b575-4a87-ae25-b0d6af7f3edd,9fae44ec-b95c-4b0f-a0a6-f0008613eabf,9488052,780018
2639ff84-6587-4be2-890b-62be05f5515d,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,1067168,242971
263bc949-5e67-4925-acb7-fc1e6167a54e,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,6139535,682483
265447a9-02ac-35ba-b551-7ebad5d74bd3,fbb375f9-48bb-4635-824e-4120273b3ba7,4850267,554572
266861eb-8791-4b65-9647-b53563a047fd,8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,3701370,379752
266e7dd6-09de-42a5-b2c3-95c0e6122f78,eee14992-d2ab-4c46-b1e2-51080504ba50,4435221,463024
2671174d-b8e2-4c3d-a589-3d07cc926dec,cc0b7089-c08d-4c10-b6b0-873582c17fd6,8559101,971338
2677c415-0fc1-48f1-9772-fe109aef033d,9e6a6a2f-f696-4cc0-87f1-e4f712e46802,6965329,488165
267a9427-2528-4d97-ac00-afd6bda0f169,020bfbb4-05c3-4c86-b372-17825c262094,7457215,1061888
2683b2c3-737a-4e9a-bb4a-838b9179afb4,793e220b-64f8-46d9-954d-e033dbcfeef4,6377938,480242
26882e5b-8b0e-4e70-81d4-419c5cc174e3,9011971a-df29-4b57-8889-2e5e9a645cbe,8545510,866743
2688cb93-d414-471b-bb27-d38e7eca314e,9f75277c-b283-4846-ac8c-f932255cd0ac,10174098,830775
268f8160-0d01-40bd-9918-fd5262e739e6,8bff8d1d-2e87-4b97-9909-2bd3404e92b9,7228291,540244
2698a6a2-0b4e-43d8-87c2-392fed00cef3,b4691384-50c3-4afd-9988-51d3ec5db65d,4764853,366957
269cf33f-3be2-4d1b-bf04-d22fa47a2a40,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,7032659,811814
26a05ff8-7a25-40db-b785-d8c2900e6abd,859d0860-d480-4efd-970c-c05d5f1776b8,8080846,425097
26a747e1-3cfc-4b88-8309-decf71e9da92,8c32bb01-58a3-453b-8050-8c0620edb0e5,967792,135218
26b5bf0d-7758-36e7-a14a-90cef450d9af,8456e9f7-debf-4579-a86c-33a325a35d2d,2321642,370305
26cd80b4-93a7-4b0d-b7d1-08cfbbeca66f,d5cc67b8-1cc4-453b-96e8-44487acdebea,6373204,673156
26d3b6a5-3afb-4136-8b89-3e7a2b1c381b,6f2c949d-9540-4421-bf02-27ae27e00e33,3653012,384885
26f0dc0e-69d5-4f44-8262-09a20ac7afec,260b6184-8828-48eb-945c-bc4cb6fc34ca,2836682,349971
27117064-7212-4d61-9caf-4260c6a97d78,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,7706832,495349
27182378-70d7-3b0a-a7bd-350320165c67,16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,3980023,430920
2728ff31-9f61-4b20-afe9-b6c423b717c2,7eb1ce54-a355-41f9-8d68-e018b096d427,9339135,686318
273f86a4-ee35-4627-8c98-47bacb629ac8,469d6414-1f06-43de-80d5-17762d4a356a,4058306,388449
274157ed-a05b-4af7-9be1-9ecfef7bb612,f09d2950-e3c6-47b2-b21c-2bad2cd3f616,35427106,488080
2741d20f-fbac-467c-a72c-2df5d0b39b4d,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,23258538,2472635
2749000d-cbaa-475d-ba75-6f1c0d792798,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,16443026,1238841
274b3a7b-64bd-4af3-9af9-dd41277ddc17,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,19671482,1354295
274ba225-0b19-4a1b-9449-4e4db06b4939,285e1285-aecc-478f-a8da-0c8cf69e1217,14219515,1285337
275296ff-e9fe-45b9-a9e0-27fe27dad060,e43daa78-3cf3-4cf9-bc27-af4d4e675a02,13251144,827402
2767d8ca-c3da-4938-9fa5-116abd3bd9c0,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,10471302,644026
276b4dd7-b108-48d9-b32f-1377ef629a24,7b748dac-f5ce-45a7-9b95-c1d8b5b013ed,3074862,274762
2777ea12-6bbf-4e1c-8b68-ffd21b53c0d7,edf81f9b-d3f0-4d57-9636-d08e851b1640,5015828,589312
278d0855-f870-4d56-b012-072b4e8dc7d2,7527f6c2-d762-4b88-b5e2-9244f1e34c46,4051760,538847
27972441-d79d-4496-8d52-0acb48d1eb09,407d7ae0-c297-491c-bd19-4185e2b12ef2,5279149,584035
27b59733-d871-4c82-bceb-36622089d247,7eb1ce54-a355-41f9-8d68-e018b096d427,7555743,527211
27c6198d-fbf5-4491-9932-4755f05d98fb,5df62a88-cac9-490a-b62c-c7c88f4020f4,7815901,698486
27ca24e3-0374-4286-9800-17c44834d570,381086ea-f511-4aba-bdf9-71c753dc5077,28588411,2113588
27cd7fff-5d2c-4827-8701-c73ac761f06a,de0748c9-ed32-4a7c-aaaa-cfac23ec5299,2329851,261706
27dcd88b-47ed-3ef1-8320-a1d280a8095c,078a9376-3c04-4280-b7d7-b20e158f345d,4717137,540673
27e6f690-8478-4cbd-bd3d-d3ff9942e507,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,18873740,1127982
27fafd98-1e28-4aaf-a659-c3264a7b0af2,8837b875-3689-4646-b3fd-d8b53815c7a8,6404813,565758
27fd8fe7-85cd-3fe4-909e-e14def250403,494e8d09-f85b-4543-892f-a5096aed1cd4,5560229,677910
2805aefe-567a-4cfc-aead-e177d1961adc,f9133869-f87c-459c-9aa7-2f176cda7e06,2579665,211456
281934a6-e236-4f32-8199-968b7c822ac1,44cf61b8-5197-448a-b82b-cef6ee89fac5,3730424,361485
2819657b-304d-480d-b41f-28f0ac545037,34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,1734098,307296
281c3d0e-93ff-44ac-b686-166cb12ed8d5,d32de3a1-01f0-430e-859a-72307724041c,3542021,311715
28254948-a572-4c19-b99a-5de5d7b4ebe4,81d12ca7-5b89-4d21-8736-860b7400b4eb,5861026,399774
2836eedb-7803-311d-9c5a-7386d680c80d,3ff72a59-f39d-411d-9f93-2d4a86413013,2130291,299364
2837531d-048b-4d0d-afa4-1fb4c9f7d295,677e31f1-4035-463c-8ca4-41175440c919,3882103,230941
283bbb04-a6f5-42ca-8dd3-3ef7405e73b8,0d79fe8e-ba27-4859-bb8c-2f255f346853,9593196,425980
284320fe-cb3a-439d-9d48-e0c27f5c6d05,188711ed-c99b-439c-844a-ca831f63a727,6184290,629525
28503897-460b-4b2b-bee6-2d5b2d585747,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,5685491,488541
2863ce5d-59d2-4e2a-b939-c7419503a806,fa58cf24-0e44-421d-8519-8bf461dcfaa5,3996360,400778
2879800e-6eb7-4195-98b9-6488d1bdce4d,ee27b2d8-648c-4a9d-a68c-e55066959975,2795717,243271
287a498f-f565-4eaa-be78-d6ca8eefdab5,e0140a67-e4d1-4f13-8a01-364355bee46e,2365718,271323
287ae10c-8274-4840-82ad-86a71889311b,3a4024dc-cc62-4d9b-8bed-c22426136a52,338267,52732
287e17db-4009-44d3-a0a2-2a2e146a35be,1882fe91-cdd9-49c9-9956-8e06a3810bd4,6733713,535662
288499bc-0451-4db6-b7f6-a6bd3c3d7bb9,9fff2f8a-21e6-47de-a2b8-7f449929d43f,9135807,794552
288611cf-0bc6-4827-879f-27e73cad623e,338f5d97-3133-4bf8-a58e-068ff9b5405d,4188914,249749
28947a46-5948-4830-b2ee-f2d8bf6bd842,677e31f1-4035-463c-8ca4-41175440c919,5971604,386669
28a18ae7-4236-3f83-86c0-a034de7ba044,01e60eba-52df-4694-8f09-39f43abe54e9,4147595,576964
28ab0341-036f-4f1d-aab1-cfc29bfd52a8,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,9423684,906360
28abb9f2-46fe-4099-b293-68de0dffe50f,9d027d72-790e-40ec-bbb7-61aa613457de,13807540,373206
28b377bb-3b07-42a4-bc6d-ea8190cef9db,96855c21-b832-4366-ba12-0d2330c36a86,3622597,341985
28be45f2-26dc-48e6-8e05-62b26d21f919,e0e1a584-dd0a-4bd1-88d1-c4c62895039d,9205642,993404
28bfbd46-94a2-4e22-be36-1ee5ddf7ab37,859d0860-d480-4efd-970c-c05d5f1776b8,4980400,414519
28c1872e-c83d-4683-ba1b-81b2da89a09c,e520459c-dff4-491d-a6e4-c97be35e0044,6375558,618280
28c52a3a-02b7-4ce7-993c-18df8848d803,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,10873161,592011
28d078b7-9ce7-4c1f-95cf-f6f85d556eca,f181961b-20f7-459e-89de-920ef03c7ed0,7382384,532718
28d11aed-bd08-486c-bd5e-f0188d9475ad,ab1a3f85-e0ea-470a-af5c-175447ae774c,477466,55059
28d18425-e859-42d6-9eb6-e52665442cb7,272989c8-5535-492d-a25c-9f58803e027f,17010835,1026288
28edb307-c212-3622-98b1-30db3a771028,056e4f3e-d505-4dad-8ec1-d04f521cbb56,6827869,983817
28f6dcfa-81af-44c9-9cb7-4b2c8484ca32,a466c2a2-6517-42fb-a160-1087c3bafd9f,6033971,481091
29200da9-0de4-3fd9-8b8d-090cb0058780,000fc734-b7e1-4a01-92d1-f544261b43f5,3633321,437579
292540f5-062f-4d96-a756-08923911389e,b4691384-50c3-4afd-9988-51d3ec5db65d,3003980,231489
29364832-eb58-43d7-89cb-e197df85085c,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,12678775,1668266
294ad22e-6d92-47d8-95be-1ab91bd2d9c6,e10ddbc5-dcae-4bbb-8a32-4c9a7228bfab,361767,45873
295f3b7d-6650-4b27-8f79-3101d9786e0a,c2e7d4ac-5e30-4b55-99b7-e49d99fd7c63,2818319,215894
2963bd43-bf52-4dba-baa3-87a9ba0c0e57,8e68819d-71be-4e7d-b41d-f1df81b01d3f,6959817,810341
2965f4fa-862a-4815-abb4-d7116c100646,f81f19b9-c76e-43ac-8656-bb56071785fb,1787970,230219
2969eb4a-48a4-476b-8783-a38f79e31bee,923e649b-21d3-4b45-b109-50e4978002b6,3575854,409844
296c6296-570c-471b-ace2-bd1d0f6bc3f6,8837b875-3689-4646-b3fd-d8b53815c7a8,7122456,634973
297dd100-3148-49f7-841d-c44ce59f34bd,88d17133-abbc-42db-9526-4e2c1db60336,3302980,376390
299d376d-e568-44d8-bdbd-aca427671469,1ee37742-1e3d-4e61-84d2-bc85f4c1459a,16274229,640216
29b1598c-b8c9-4b5e-8579-a3e3e23f5d8b,49948ebe-bf1c-4823-b470-f2c9ab018686,4799509,261953
29ba04a1-a913-47ff-b6b2-cb2f0d3cdd88,fb175979-152f-4f32-bf8b-08aa86c24fe3,736885,55917
29ba0b6f-f966-4b53-90ba-d1262bebaf1a,68c261d5-48c8-4ea9-9466-9fc908dc79bb,7646158,556432
29bc4865-a910-49db-9501-330cfa2d31f9,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,8285776,558063
29dca30d-91c8-4c7a-b94b-86db5a9e5816,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,6688958,786895
29f1c2e1-87d5-49ea-b31e-c28f5e9d0b87,f2492c31-54a8-4347-a1fc-f81f72873bbf,4962541,565620
2a031b3a-cc33-43ce-a81f-a9413e787a42,e337c918-098f-418e-97a2-81dc224b1bf9,5838872,463063
2a18fbf4-660a-464b-888a-8dddbfb03190,8032cf05-d916-4b2a-9c53-6e75d4a24bd8,6711224,505040
2a1a411a-322d-4e97-a5dd-39f5b4f6183b,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,5302051,418028
2a244067-03ed-4456-a8f4-6f501f3a0f1a,4569d482-c94c-43f0-a0e2-a3b591111238,2490186,210724
