song_mbid,artist_mbid,playcount,listeners,song_enc_id,artist_enc_id
7495649c-ed7d-4c21-9a8b-1bc207f45c3d,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,14948687,1522283,3060,706
a35e5ec4-8c64-44a2-a89d-0b53dd0824d0,24e1b53c-3085-4581-8472-0b0088d2508c,6724119,652117,3746,136
efce1b67-929e-4e41-9214-8ce0fc14d5b8,f04cc80e-0f59-45b8-aaf4-ac81035644e9,1743677,135103,4753,984
4c2f9910-0103-43bc-996f-a4ce9836df3c,a8c7ff7a-ebc0-42c7-8828-475decf0ccdd,2111712,295788,2342,688
5b5cf952-9e5e-4cac-8d7d-3bd827943544,21a89505-10a9-4ac0-8388-833bc07b9f86,3256642,283701,2634,125
25db131d-4437-4d07-a289-77d1223703e7,b2f2216a-d7a9-4ce0-8b8f-f494d9a8c196,17987991,562169,1565,732
01a76c50-a903-346b-b93a-90806ea6debc,95f5b748-d370-47fe-85bd-0af2dc450bc0,7417918,854769,148,616
cf7c1afe-3692-49a2-8c19-fe86c74b9bc0,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,8567467,1458181,4345,889
00469a82-abc5-4367-bde1-a59a4d30bcaf,3862342a-43c4-4cdb-8250-bfdbfb5e1419,9451304,1007799,35,227
01234359-24b5-4f1d-a3cf-d7571aa3f883,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,6751113,564793,101,667
f7f7850f-210b-4801-b62c-6a497c055421,7527f6c2-d762-4b88-b5e2-9244f1e34c46,8123930,685881,4847,474
3fbc1440-8b06-4b15-a047-b6e54044e4dc,610b71d9-fa78-47d6-9073-083922e73840,2220821,232566,2093,392
0039e104-1316-4b36-881b-2e88e4a4a845,bfcb6630-9b31-4e63-b11f-7b0363be72b5,6488057,768070,24,787
3b1092ab-82d8-4c07-a745-8c30043bb13f,8da127cc-c432-418f-b356-ef36210d82ac,12287803,499472,2032,576
2f3ef938-7014-4582-a2dd-f821d4cc73b9,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,3610367,436398,1787,404
1279046b-e5ed-4222-9578-b1e61096fd80,1c5b9bd6-76e8-4fe7-a6df-3bc0b5a452cc,2157280,194163,1030,106
907c485d-1b88-4d6e-8ea9-5e2a608242a0,0ab49580-c84f-44d4-875f-d83760ea2cfe,3512001,533324,3514,40
529a8095-f750-4427-94f8-ad1495875181,96855c21-b832-4366-ba12-0d2330c36a86,11096641,656965,2464,618
4f278d96-e7ae-47d9-85c7-4f91bf143fc5,852c198a-75ee-4e2b-9aba-4453c52260b2,1298992,143536,2397,539
dbcdb192-8e1f-47f5-9fd6-b6f5dcb2da1a,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,23045228,1296403,4495,429
60cae8b4-815e-4794-abaf-3f7e721936d8,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,8565681,810063,2752,824
d49a4886-7985-4306-ba34-06f56f3406e4,9fff2f8a-21e6-47de-a2b8-7f449929d43f,4873437,514410,4405,665
1ef274d8-0be7-4ea1-941c-5e643a1b8a5c,abbf7d85-9a7f-4a6c-80bd-bf71f2c7d520,13445560,673161,1397,701
74ea6622-fb11-4d86-b219-e01c70868d71,e4378b7a-6138-441a-aa34-50e11a562066,3071602,260269,3067,936
1bf3bdf2-08e1-4204-8417-518c1c75e718,134cb0bc-06fa-42f7-8078-b0c858349975,4386982,423649,1318,68
457264dd-35a4-454f-b207-d4d275228a79,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,12312031,965431,2193,824
2463effd-1b2a-4424-921a-19c2bb9addaf,24e1b53c-3085-4581-8472-0b0088d2508c,8674606,743040,1535,136
204f08e1-05f1-3ed0-a2ef-5c45b16a7c61,d5cc67b8-1cc4-453b-96e8-44487acdebea,11616763,1107022,1428,875
e95b3a1e-0104-4d16-ba6f-b673fc6b2ead,7441014f-f8f5-494f-81db-ff166fbc078d,3224175,363033,4673,469
10dec31f-975c-3584-bfcf-51ca0463744b,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,19727975,1579154,973,814
7a11d720-2bcb-41a8-8458-3eb7c8132368,309c62ba-7a22-4277-9f67-4a162526d18a,11731625,1623144,3162,183
fd52bd8b-b07f-45f1-a8f0-2dedaca14d35,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,2370370,544301,4901,782
aef6e751-a010-4531-9d08-32a5392e2e72,be42aaaa-9703-41dc-b2eb-de03e30f83b9,1322141,92597,3906,781
aab1d3fd-1aa4-4c91-932c-fc2b86d29cc2,968847c6-2150-419d-b14b-68c672dcde99,1787090,119809,3842,619
78345f65-b6be-31a9-bd84-8cb68ddc8c99,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,15087528,1545735,3131,641
efc256a8-eb24-4b9d-b88d-f64c4337f7f3,88d17133-abbc-42db-9526-4e2c1db60336,3716405,293623,4752,555
e243a9b1-cce4-4790-8b3b-5c1eca7193bc,272989c8-5535-492d-a25c-9f58803e027f,12107459,867312,4584,147
4a89a693-a5a7-4348-9cf6-718aad1667fb,23c8056b-ee13-4cfc-a772-2f5292e35bb5,164839512,633530,2307,134
0491aab7-3481-4014-be07-6f562fb83944,142b343d-bf5a-428c-a64f-6d1a7566bbe9,8257827,326362,361,72
bd4e3763-74cb-4a69-bf67-753ee9a4a021,29fab96f-c3a2-4251-80f6-7ccda50da706,6661043,570643,4114,157
ffbfc83b-b975-4cac-b5d1-d626dbbb9200,e07d9474-00ea-4460-ac27-88b46b3d976e,8414613,730757,4931,919
9c03188a-7652-4ac3-bec3-699b088a85ae,c7423e0c-ab3e-4ab4-be10-cdff5a9d3062,2103796,333897,3663,819
e930b920-de7c-4df0-b046-2d80c1f65596,272989c8-5535-492d-a25c-9f58803e027f,7950829,610297,4671,147
5ca00476-8fd2-3080-b32c-c6a2bd65ea98,23a03e33-a603-404e-bcbf-2c00159d7067,10144996,1345356,2665,132
28947a46-5948-4830-b2ee-f2d8bf6bd842,677e31f1-4035-463c-8ca4-41175440c919,5971604,386669,1632,418
053dc596-09d2-33e4-ad5b-d376816e8574,c07f0676-9143-4217-8a9f-4c26bd636f13,6487428,606168,406,790
07b65362-2687-3917-808b-0cbda25df955,67930b3e-e00b-469f-8c74-fd69f20522ec,3182869,443180,541,420
0149564c-eebc-3469-9ea0-8e9513f84b80,e6e879c0-3d56-4f12-b3c5-3ce459661a8e,5909664,758880,115,949
2879800e-6eb7-4195-98b9-6488d1bdce4d,ee27b2d8-648c-4a9d-a68c-e55066959975,2795717,243271,1626,975
6d9fcedc-8539-4abc-ad4d-b886977337e4,1882fe91-cdd9-49c9-9956-8e06a3810bd4,3793057,459761,2961,95
f0fb5510-32d0-4276-9072-5a208b07d4e8,678d88b2-87b0-403b-b63d-5da7465aecc3,3524628,465941,4761,419
ba441570-522a-42be-81cc-f6a30cd91bec,61af87f4-16ee-4431-8504-cc06187079fb,4496940,391436,4068,397
0929ff3f-fd49-432e-a8d5-bd2afeb7804b,4587105d-7469-480a-9ed5-1513af9a91c9,3785310,375885,629,274
04294bd7-73d9-462b-ba04-0c0f4dbefed5,a63df8c3-28e4-41db-bac2-c6c6e8ff8f28,7609050,608028,328,679
21988401-75fa-304b-976d-23c63b307f71,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,5795565,828687,1464,667
428f0cb1-99ab-4725-857e-b6383a5a004c,61741918-09b4-453c-adc0-d4ad9b5c4b44,4834121,312547,2135,395
232bceed-975b-4156-88a8-d1ddb44d1b34,875203e1-8e58-4b86-8dcb-7190faf411c5,23202552,1502998,1510,547
d2fb7f60-0672-406d-a313-9bfb7739d95a,c3c82bdc-d9e7-4836-9746-c24ead47ca19,6371793,1058884,4380,803
7a777d0e-2639-47f5-bfcb-347a669a9396,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,4062301,543952,3170,99
17f4993c-3619-340b-ac51-da9aa00f7c4f,24e1b53c-3085-4581-8472-0b0088d2508c,4847375,459166,1205,136
699f315a-d8a3-46f1-b01c-4151a255605e,49204a7a-ed85-407a-828f-6fd46f1d8126,21268785,782299,2892,290
8127b46a-3bf3-47cd-abec-47ae7ec02caa,5c61efe6-3cdf-4160-b43c-9274944369e6,3818065,433858,3269,370
354a18b9-5bab-3f58-88df-87246f58b6fb,c48d4327-8122-4286-af66-05e1ee6ac4d8,5465933,680903,1910,811
05a22a40-a2b3-445f-9573-6ac88d0b844e,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,2902811,445883,432,583
09d266d9-fab5-4e6e-9860-e111a6a898d0,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,5012344,275124,659,321
ef550c3e-80c8-453a-92b0-3e1c354d31a8,a9ee533f-8871-4f62-a6bb-91eb264abc90,4484956,512102,4744,692
7cca3e33-b2c5-43fd-83f4-47a93b8e90ac,7527f6c2-d762-4b88-b5e2-9244f1e34c46,7226387,651595,3205,474
58ba910b-4762-4c76-99bf-02031e11dd94,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,5881507,752442,2586,757
0ac0efbb-7178-4d22-9704-36c81b734f7a,5b8ec72b-9e39-4a06-a2bf-964166b92a71,5717507,529902,710,367
8cd06e3d-04ee-4f0a-a824-79ae0c66c32e,2aa79fa9-7ac0-443b-b250-18d67227a1cb,7253433,990679,3465,159
6e21518a-6089-4f35-beba-5f3c53af3a6f,2bcf2e02-5bc3-4c76-bf76-41126cb11444,4428983,314247,2964,164
657e3127-a016-3113-8df7-93c566fc5bdd,f181961b-20f7-459e-89de-920ef03c7ed0,7478769,818581,2828,990
f57d1a28-7957-48f0-b64f-85ea9003d633,b51c672b-85e0-48fe-8648-470a2422229f,2628166,136231,4812,740
00e5da80-7021-4372-82bb-f66c46b96b8f,48646387-1664-4c9a-9139-9bfd091b823c,13917929,774741,82,287
9ea7fe2f-b9f2-4ac5-ad6a-d96dcf7921e3,f22942a1-6f70-4f48-866e-238cb2308fbd,6325334,511530,3691,991
1e4cf6fc-ea60-423d-88f7-5065f50f7981,f9133869-f87c-459c-9aa7-2f176cda7e06,2050693,150264,1382,1023
d9d90f1f-0c13-4197-bbc6-b981ad958ae1,67f66c07-6e61-4026-ade5-7e782fad3a5d,10739347,1427631,4472,422
5ab4fa63-e575-4894-be89-8391dc648db7,9c9f1380-2516-4fc9-a3e6-f9f61941d090,10369475,1127538,2617,645
61bb1d5c-5880-47c2-8526-5d68706cf789,48646387-1664-4c9a-9139-9bfd091b823c,12233893,714656,2772,287
16e7c7cc-05c6-464e-961c-369b8f31983a,9fae44ec-b95c-4b0f-a0a6-f0008613eabf,4294120,476511,1171,663
044278d8-ac1e-4a08-8f11-a6821b23a655,1c26f82c-b35d-4c8e-a1f4-9c20747495c9,4209894,461350,337,104
14c7f001-08c9-4c9a-84a2-c64e7efafd6b,3377f3bb-60fc-4403-aea9-7e800612e060,3735424,460231,1108,197
713670e8-f051-30cb-ac1c-e6c33aca344e,516cef4d-0718-4007-9939-f9b38af3f784,4848969,512716,3010,326
9a6b6c11-99d2-408c-9e37-14cc5f0bb1c4,5441c29d-3602-4898-b1a1-b77fa23b8e50,2779341,527996,3640,342
6f3c715f-cb8e-4b8a-aa4e-b7273ac0c7fe,f59c5520-5f46-4d2c-b2c4-822eabf53419,6549792,821512,2981,1013
9dc04720-3a2d-4c02-a140-4ed0e85ad54b,381086ea-f511-4aba-bdf9-71c753dc5077,9808169,809467,3676,225
75dd624f-531a-319b-ac93-6cb657b6041d,9c9f1380-2516-4fc9-a3e6-f9f61941d090,32153117,2699510,3087,645
e6f96075-6b0b-4c02-83ef-2c0e4eb1cdfa,9f81247f-7f57-42f3-a8ba-75bef554e591,5145300,434651,4640,661
0761be6d-43e9-4e91-991d-1fc6f3762b8a,acc88434-f16e-4aad-83e0-ea0ee6bb6b3d,5428868,565744,525,708
0f182e57-c53b-4342-b1a2-5da4e7258143,f22942a1-6f70-4f48-866e-238cb2308fbd,3684822,551100,903,991
542c36ea-eb71-412b-acdd-4107206daa65,eb3c021d-e056-42d6-8fad-064205a90527,2144559,108052,2502,963
64c0fedd-0716-403a-a09e-53910eaddaab,f59c5520-5f46-4d2c-b2c4-822eabf53419,17470999,1811217,2816,1013
5cb5c898-700f-400e-905b-51462fa3f5f2,3f6ee55e-d523-4dd8-a027-7a6af9909ae1,2232003,240436,2666,252
aeac4b51-5b92-4e8e-8aaf-19576895af19,272989c8-5535-492d-a25c-9f58803e027f,6430276,718747,3903,147
b86c2ce6-21e2-43c2-9989-d1050e94fce1,e56ab1ae-1cfa-4d0e-b33b-af31bff677c7,3214899,208746,4040,944
1d4eb6a6-6df5-43d9-ab9c-6fea23736416,9167f739-da47-4495-9d63-9c13b40114ac,3699672,450853,1353,596
a16600d8-dcfe-489f-bfff-ebe093187a36,677e31f1-4035-463c-8ca4-41175440c919,694189,92846,3725,418
566a8f5c-825b-4819-bc38-766c20b4bef7,3547f34a-db02-4ab7-b4a0-380e1ef951a9,2292995,231758,2544,209
3e7596de-6933-4617-86c8-9544886dab65,83cedfd0-a118-48eb-ad71-72f4c2f95fd2,907967,133572,2070,535
143e91f2-5002-4058-84cf-9adae8933b41,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,5967944,592303,1091,100
07a72b01-908e-4d6d-a94f-d9718d73582f,f27ec8db-af05-4f36-916e-3d57f91ecf5e,3741719,612404,539,996
07ae160a-4454-484b-9049-d5e994500949,d606b860-cc03-4959-a3fd-3a24bccf2560,3564098,161302,540,878
023dcf4c-6a94-35d0-b700-650c2e9e2d42,a466c2a2-6517-42fb-a160-1087c3bafd9f,21666175,1645139,194,674
0c318a7b-00a3-49bb-8bd5-ad68a285367d,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,6431920,668637,783,706
012b7cd6-a0d0-45d2-bf48-7ca5b4113345,8da127cc-c432-418f-b356-ef36210d82ac,7242741,442939,107,576
ee9dd5f2-f1a4-4b60-9c5c-ca8abd2eed0a,650e7db6-b795-4eb5-a702-5ea2fc46c848,9517303,443356,4735,406
1db1f216-38db-4170-af56-faddf4980e54,9167f739-da47-4495-9d63-9c13b40114ac,2316899,218378,1368,596
44e0a73e-2c78-4539-9389-7fa39e50707c,b9545342-1e6d-4dae-84ac-013374ad8d7c,6591037,456940,2180,756
072483c4-cf37-3b71-b0f5-129e4209f8b9,f035837e-4117-438d-a524-cacf43500e68,2328825,265553,509,983
2e46f24b-b83e-4b0b-b30b-20d6f291cf41,4b85cdd2-3c60-4578-8543-401c02f25756,4785557,442723,1766,303
7424b1d1-09d8-4578-afd6-44d3e6bd4fe3,92da4329-77a4-425c-8e92-4280110cace9,13464092,941134,3051,602
030ee10e-7bdc-3227-91b7-3cb1b93d4319,9fff2f8a-21e6-47de-a2b8-7f449929d43f,5273955,681099,264,665
929c7876-44fd-4117-9f9e-bea3f923cbca,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,4560287,375049,3552,579
0d168f10-2ed0-47bb-ab43-110c6818ca8b,0d79fe8e-ba27-4859-bb8c-2f255f346853,9879337,426750,814,50
079664b2-c989-4017-9a99-ea4abb1991af,7eb1ce54-a355-41f9-8d68-e018b096d427,5122813,457490,532,514
dc76c490-5c45-44bb-8bec-6a78d1f4602a,7b46472b-adda-4a9e-a6e7-824dedff9200,9020981,707042,4504,496
33c8bc34-c708-4a3e-b1b6-58dc462a3e2d,54fc0558-12b5-4854-9d57-9441bcd73a72,3655827,306964,1882,344
8102ecad-fea8-45c4-810f-2656b579d16f,f27ec8db-af05-4f36-916e-3d57f91ecf5e,3915363,603469,3267,996
5d275d0a-b4f6-4252-9f26-3c6858ec4226,92da4329-77a4-425c-8e92-4280110cace9,10460660,657653,2680,602
db132ce9-5a7a-414c-8fee-42d06e2973ab,7a3970c9-ecd8-4eee-a267-4d8c77d97ff3,1001825,162326,4488,493
79b7e8fb-47fb-4277-a7f7-f91750e9b79e,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,11553490,589339,3158,429
9b131b4d-f3fb-4b29-aba6-635fbda04523,a506f761-2c22-4b2f-8a94-bd748c2c8f75,2981472,370366,3649,677
4fdb4aa3-75c8-435a-b956-89ebdddde1b6,2baf3276-ed6a-4349-8d2e-f4601e7b2167,6607743,473769,2411,163
f2a0010b-ad69-4c1a-942c-f75a75db017f,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,6867490,708722,4776,257
1800b32e-6878-44f2-a6ae-964ac2afad19,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,3363408,280369,1207,682
4d1590cd-add2-4484-97d5-ab6680edf0a6,35feae82-8b2c-4f8f-ae7a-af5662848947,6510086,744730,2365,212
319d0a21-84dc-4994-9fb8-002840a19377,53b06622-ec51-4924-a554-58b0affde6b5,5104945,500996,1833,339
22d4f359-902c-4e11-8b0e-85e00a94d59b,875203e1-8e58-4b86-8dcb-7190faf411c5,1984941,293468,1499,547
f733e175-8bd7-4a6b-90ac-060c591dd583,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,3965958,279402,4837,582
4efb4686-e1ec-3263-8284-f10d151bc6ab,69681b02-05b8-4685-80cb-e98983b7a96f,4025967,410500,2395,430
a2f52125-cb24-4774-b95c-69b3225ffb7d,56393a36-155f-4f50-adbe-45f4a26c40bf,483500,67400,3741,350
11beedeb-8e61-4b03-9921-7e7fcf2d0775,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,6731993,825117,1005,517
18e291f4-5c9b-403a-b170-bb85819b3e26,610b71d9-fa78-47d6-9073-083922e73840,2453397,271221,1236,392
49c26f96-f8c4-38e6-bacf-8a6a612f2746,7527f6c2-d762-4b88-b5e2-9244f1e34c46,7516125,736662,2286,474
7615e831-dc40-3e3a-9c79-2c59fbe49add,7527f6c2-d762-4b88-b5e2-9244f1e34c46,22966840,1628073,3091,474
08c92516-52ca-45cf-a796-7ae671bba0f8,3377f3bb-60fc-4403-aea9-7e800612e060,4004416,346434,608,197
4b7f4f50-2812-48ea-af56-3388523f03d7,ce4a1c08-6912-423f-bf6c-97ce69f5e89f,4247390,403309,2325,848
3b719bfd-903b-48fe-9935-d465bee62745,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,48659056,1990028,2040,1008
13d3bf6a-63ff-449f-873c-dcf279801d36,5441c29d-3602-4898-b1a1-b77fa23b8e50,2449071,322620,1077,342
91fe0e2b-c6d9-4196-8011-8a397e93b46a,7441014f-f8f5-494f-81db-ff166fbc078d,7897546,590390,3541,469
bca7fbd7-4680-4ffc-9fcd-55ef8d1d4cbf,75be165a-ad83-4d12-bd28-f589a15c479f,2104038,333567,4109,478
00e27795-7c69-4836-95f0-a8aba3fcce82,f59c5520-5f46-4d2c-b2c4-822eabf53419,12658931,1181325,81,1013
38c2a154-5cc5-4638-9cb0-9eea2fd346e0,9fae44ec-b95c-4b0f-a0a6-f0008613eabf,6076045,582283,1984,663
07ec6b37-aab1-4c59-9fb9-58e5a3d9a2d5,b1570544-93ab-4b2b-8398-131735394202,3223143,348782,557,721
c7d7a29b-6f46-4c8d-9612-f2c3ef0777f1,3a4024dc-cc62-4d9b-8bed-c22426136a52,1319292,92341,4243,239
c2e0f1c8-85eb-4e53-af72-c666bdfbbc47,ccf781c7-0c95-46f9-9272-3c2b017b0b0a,4404968,195773,4174,844
3ab2c8f3-bdf1-4b93-a245-c2977ec1ff96,fa58cf24-0e44-421d-8519-8bf461dcfaa5,15070906,866464,2026,1028
4b07831d-f732-4b60-a2a7-002b43454a2c,d8fd8d9b-473b-4f06-83c8-869b1bb9de89,2231881,236526,2319,893
05dcf53c-c2a7-451e-9f21-ed09dc413213,69d9dfd7-19b7-4a75-8a53-9f733fb5d774,2715931,452509,440,433
885f1a3f-2792-49d7-aa14-63c2f6fc0ac1,cbf7888b-30db-48a8-8575-1d4b1df41af0,3031843,245666,3398,834
8300557f-b6bf-42fb-9406-6c6063cf7f08,7441014f-f8f5-494f-81db-ff166fbc078d,2114894,264270,3302,469
8a76d08d-a8a5-433c-8d80-0d0c3811764a,e9296a90-9c59-4657-9165-1f1b5319de00,3140362,505528,3427,955
f723b90d-9e38-42f8-b06d-25969a37e2c4,e6fdf3f9-8077-4126-b0cf-94da9a8b627e,2529326,281372,4835,950
dd9be6cb-f2c7-4f28-86a3-4909fb113ae9,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,11145741,1405498,4517,715
00566504-e04e-45b4-9ef2-263c48bd8f99,516cef4d-0718-4007-9939-f9b38af3f784,3661930,392778,42,326
7a98871b-2202-427a-a001-625c154e46cd,8aa5b65a-5b3c-4029-92bf-47a544356934,4298598,674865,3172,561
a50d2666-aa22-4ad6-8985-6523c66780a0,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,5453608,434148,3768,939
4c34b5e9-7a0f-4081-aed0-0350bca19d9f,272989c8-5535-492d-a25c-9f58803e027f,13221124,831056,2344,147
1b14712e-1112-470d-8149-caadb9b9355a,2077273e-eaa1-4f49-903c-f286ededecb9,3668336,218455,1291,121
ba6b3409-4ced-3290-925d-3e92c377cc62,3474a13f-899f-40ec-9d5c-e44e41a02900,3643915,316968,4071,203
52c162f5-acdf-49cd-9ae5-98983b9d70db,0d79fe8e-ba27-4859-bb8c-2f255f346853,38470491,503858,2469,50
47afb07c-8df5-4cb8-b50e-c58263ddd237,44f42386-a733-4b51-8298-fe5c807d03aa,3928967,376793,2244,271
139e4431-916a-4d0f-b94d-28efd6f1284f,bf24ca37-25f4-4e34-9aec-460b94364cfc,10265039,1432797,1068,783
f708b784-7f9e-4f22-bf0f-155c26a5c8a5,daf84e36-f78e-4c94-a032-6aed138c0d34,3036062,310813,4833,900
53e9e63c-8e16-4cb4-af36-7b38a1728916,4b585938-f271-45e2-b19a-91c634b5e396,17071071,1631849,2495,302
d8b99db3-cf50-463e-87d8-497024f194a4,27638856-79a1-4495-b7da-1912899560c7,894344,115463,4460,148
5c761780-a3c6-400f-a241-71ffde4346d7,53b06622-ec51-4924-a554-58b0affde6b5,4858496,410729,2657,339
c0c78d3e-19fc-4227-bdbb-153814f05527,69ee3720-a7cb-4402-b48d-a02c366f2bcf,23733819,2133082,4153,434
b54e1327-8541-46ac-81f5-682c6516b16d,9d17d14a-e81c-410e-a90b-b02b0a9de6f8,2720148,126360,3988,647
b847f2bf-982c-4b65-84f7-444f78b20ee3,775ad383-ac2d-479a-af9d-b561442cb749,1705267,112675,4036,482
aaabca84-6368-49d3-957b-06d76a596855,7df4c4de-3181-4a69-bd36-9d663970cebb,14334179,956157,3841,507
8cddc7df-04f6-4a3c-b4bf-28e0d570fe21,f27ec8db-af05-4f36-916e-3d57f91ecf5e,5134969,915191,3467,996
48ce8aef-86ce-4b69-a77b-5552c8841d3f,88d17133-abbc-42db-9526-4e2c1db60336,5096701,362323,2268,555
b1a9c0e9-d987-4042-ae91-78d6a3267d69,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,11477939,1502887,3940,15
0dfbd733-811f-4585-bbb2-195eef8c649d,9fff2f8a-21e6-47de-a2b8-7f449929d43f,8044698,620089,857,665
ead5083d-8ef4-4a55-88ac-33d6d9107cf7,73e5e69d-3554-40d8-8516-00cb38737a1c,8193722,1336913,4695,466
484412d0-6777-4d54-b117-4a8fd2f3d7b5,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,9948355,821672,2255,1016
12aef90d-5132-42d7-988a-62c4ae472da2,df6c619f-4334-43e2-8b6a-4a32af1e4f85,2027371,147378,1037,912
0046faae-0716-4534-bc70-6639a418bf63,8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,4086943,299647,36,582
40cb6039-d520-4a12-976f-463cb20668bc,95f5b748-d370-47fe-85bd-0af2dc450bc0,9085674,1216386,2109,616
e6613a11-58b4-44ba-941c-6a0e9e8f6e1f,ce4a1c08-6912-423f-bf6c-97ce69f5e89f,1855186,255601,4631,848
8a38837b-53b2-4d6e-85cd-9a5bf3fc96de,883cbf1f-dcaa-4d17-b9ed-394e1fdabc87,9486783,798940,3424,553
9e687f51-1fa6-4374-b9e0-2e3df630bcd5,260b6184-8828-48eb-945c-bc4cb6fc34ca,30032248,1474480,3683,144
07bb7cd7-fd7a-4106-bff5-28eb150d1a3d,7eb1ce54-a355-41f9-8d68-e018b096d427,10296585,661084,543,514
8ba33578-8128-484a-b255-c6e2b9e078eb,d616b606-cf6a-4b6e-ab0f-e253b8db6610,4096075,290064,3443,879
de519aa3-322c-4bd8-a1c7-f432689c36a1,1882fe91-cdd9-49c9-9956-8e06a3810bd4,2510800,358084,4528,95
fcd441c2-6f41-4557-a4a7-3d1da56dd4c5,7527f6c2-d762-4b88-b5e2-9244f1e34c46,4245653,515361,4894,474
6623678f-ac53-427d-be0d-6ec9d7a0818a,ca9766a0-1c30-43e6-a213-bac1334efc4a,3019521,454997,2839,832
4aaabcbd-70ba-4771-8c9c-178b18f1db36,21a89505-10a9-4ac0-8388-833bc07b9f86,3064102,276382,2312,125
9eefb949-aaf4-4142-bc6f-605417f39aca,2f3c4d70-0462-40da-bba3-0aec5772c556,14115222,1131357,3694,177
2143f625-9323-4a29-8748-64cad7fd2da1,29b550f2-04a3-4733-b6f5-4e347fac7e11,2521698,290172,1455,154
661d35c3-6ade-4367-af96-6c2898149906,535afeda-2538-435d-9dd1-5e10be586774,15602660,1932368,2835,338
263bc949-5e67-4925-acb7-fc1e6167a54e,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,6139535,682483,1573,404
a1466d02-db0d-4454-b4eb-93ec653df0b2,e520459c-dff4-491d-a6e4-c97be35e0044,22794900,1340478,3720,941
a64588e2-8d40-4d56-ac86-3a1fe1d656a9,72c536dc-7137-4477-a521-567eeb840fa8,7024212,1102004,3785,463
49e2459f-d798-40db-b05a-2014051dcd8c,2bcf2e02-5bc3-4c76-bf76-41126cb11444,2202205,115417,2291,164
c61bd608-ce0a-4dff-a8f9-f89aa78e2d51,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,16318467,895793,4217,453
da5e0baa-67c6-4c55-a0ad-c304b37c0c9e,038bd27c-ebec-44e5-9880-1f5eb933db11,1217700,217590,4480,16
717f2fa7-9380-4d56-ab21-799d6e0508ce,bce172fc-51bb-43f7-9a25-b406a0a581d5,10285559,533580,3018,774
1f2f9a79-ec30-4157-b645-ab402890d59d,c6cf91a0-fb48-4031-a375-fd2006133c5c,3937331,417906,1404,818
d31f7623-6e21-42a9-ba76-c0324f21eaf1,12398bf3-1b99-47b7-930c-f3956773f35a,7556110,725870,4381,63
7a328177-0511-4c4c-8ff4-a5c32d34ba4c,73fdb566-a9b1-494c-9f32-51768ec9fd27,15958626,2163338,3165,467
08d3d6b4-ed21-4c18-a3c0-482fed68c51b,6ab10aaf-8812-41eb-b59f-f07b42468f22,4269520,320881,612,435
3aea54cb-d261-4371-8d8a-e7c1cb5fcc09,99e0983f-6183-463e-a61e-2041ca8931ba,3153419,196351,2030,637
f478cf78-88e8-4ed3-9e58-a7ec958743d7,95663592-1447-4579-90f7-c94733476667,12132465,512220,4800,613
784a42d5-5a22-412c-ba5d-bbfcecbf5892,97e69730-3791-423b-9770-287261588854,4716343,649462,3132,627
3ab24414-2699-462b-b17f-4ec37d796cb6,d786f59b-1836-4ddb-8393-ab753edbe984,9338967,754099,2025,887
3861b241-e2d7-48cb-b89f-84e5c5906372,d786f59b-1836-4ddb-8393-ab753edbe984,3305868,424140,1975,887
7f11d3e7-6980-3a18-8547-29a28e1ae148,24e1b53c-3085-4581-8472-0b0088d2508c,4922185,415735,3242,136
50a79497-0690-4220-96a2-d62ca5d5ed96,1ee37742-1e3d-4e61-84d2-bc85f4c1459a,7732339,318784,2428,116
e03514a9-2481-4daa-9ec2-0f859fb9e1e0,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,6392498,598869,4553,939
