song_mbid,artist_mbid,playcount,listeners,song_enc_id,artist_enc_id
9e31440b-315d-4d2e-a91c-2ec2c82c6952,b2f2216a-d7a9-4ce0-8b8f-f494d9a8c196,5246140,214421,3681,732
b85df887-3287-465b-995b-e423d805b166,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,3048378,291333,4039,682
0bfcf556-afd3-42e6-90d7-763a8cb8771c,469d6414-1f06-43de-80d5-17762d4a356a,3069337,322599,771,278
7cb3a402-23a5-3d4c-a873-7e56336b4ef8,b7ffd2af-418f-4be2-bdd1-22f8b48613da,3612621,453631,3202,750
16716d10-0a8b-429b-a207-f132c72fb7bd,122d63fc-8671-43e4-9752-34e846d62a9c,9982904,1098268,1154,62
b32b5744-1d56-4743-a17a-5c5ec71d75ed,8456e9f7-debf-4579-a86c-33a325a35d2d,5311021,737701,3957,536
0a90854e-6735-4242-89d7-5c33cf36cb01,d786f59b-1836-4ddb-8393-ab753edbe984,5909062,538439,704,887
25b186b2-9248-4267-9898-ea25c7572535,84d4283e-903a-42c4-a0d2-d3949bfa1f3f,12537699,715547,1562,537
02553a76-c591-394f-9306-611ab0818f04,03ad1736-b7c9-412a-b442-82536d63a5c4,4141794,539940,200,17
05b42319-23fb-4331-b0a1-ece160ce44df,ab4e7869-86f5-455e-b52c-c89d7664c07b,2218130,201218,433,700
b17970a0-db3d-4d37-a31f-9b6a6c5ee7e7,93eb7110-0bc9-4d3f-816b-4b52ef982ec8,8663971,867301,3938,605
27b59733-d871-4c82-bceb-36622089d247,7eb1ce54-a355-41f9-8d68-e018b096d427,7555743,527211,1607,514
bcddd6a9-b66f-4993-9b7a-75a78b476373,b4691384-50c3-4afd-9988-51d3ec5db65d,18372311,1256808,4111,737
2728ff31-9f61-4b20-afe9-b6c423b717c2,7eb1ce54-a355-41f9-8d68-e018b096d427,9339135,686318,1594,514
4e78119c-fcbe-4b66-912b-641a085e38e8,879d43c6-13a8-42f6-b8df-a9b7d50aa9e2,15404243,1063629,2389,548
9dce99fc-2779-450f-9b90-393e70b7b3cf,f09d2950-e3c6-47b2-b21c-2bad2cd3f616,7695449,287131,3677,987
992fc212-adaf-4229-90e6-9df11bd45171,abbf7d85-9a7f-4a6c-80bd-bf71f2c7d520,6613843,454612,3628,701
40dc3ac4-0020-440d-a573-d34ab64c3b9b,5df62a88-cac9-490a-b62c-c7c88f4020f4,21599089,1338882,2111,378
4c373b1b-0cc8-43ce-8543-69a538706334,7a3970c9-ecd8-4eee-a267-4d8c77d97ff3,1480076,201510,2345,493
ad59fb05-8c5b-481e-a403-73fc3cf8144e,f59c5520-5f46-4d2c-b2c4-822eabf53419,16955036,1596686,3880,1013
8383f08c-2ad4-48b7-8f4d-53b5e4fb9106,61af87f4-16ee-4431-8504-cc06187079fb,19544604,1180199,3315,397
20f172c8-ff9e-4a63-9112-9441d4a96721,2baf3276-ed6a-4349-8d2e-f4601e7b2167,5385959,470515,1446,163
0b2804a6-2705-4e9d-9458-83cc696ed8ce,ba0d6274-db14-4ef5-b28d-657ebde1a396,2342367,352417,735,759
7bf0cb56-212f-4fdb-b68c-04d3059d68c7,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,6255480,622024,3191,757
02fd0dbb-d276-440c-bb68-760059dd3d7c,3f6ee55e-d523-4dd8-a027-7a6af9909ae1,3633074,405688,257,252
addac6d6-93d9-4f46-9f36-5bb2496d0189,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,22372144,1972152,3896,445
6989b825-bb0d-338c-99bc-26b4d3e3ead2,a466c2a2-6517-42fb-a160-1087c3bafd9f,3119188,378434,2890,674
29bc4865-a910-49db-9501-330cfa2d31f9,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,8285776,558063,1660,366
1b884d1d-7a61-4ce8-a5f9-188c671b0a8c,302bd7b9-d012-4360-897a-93b00c855680,7791049,745292,1307,182
db552013-745d-457b-bc23-94369888d6d6,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,7057989,645538,4491,186
a6d5e4a0-4cd7-4908-9262-cad0bd78bb54,f59c5520-5f46-4d2c-b2c4-822eabf53419,6400937,533861,3793,1013
08e26339-ba20-4b9f-aa40-1505e3c81cca,e9ea0fbc-ccc7-4e98-9290-0a41aa848fa2,3824300,266119,613,959
9037fd5b-e74f-49c9-90aa-9c8d08ee160a,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,5853904,741058,3510,753
0e2ee038-0163-4dc2-9a8a-c384f07fdc57,58daf317-be5f-439f-a04d-0d6727f1a3b2,11163794,920463,869,356
8f532a25-4f2d-40eb-9374-81ab3bfa41a6,d8e07579-ff5a-41f2-b7a7-c71880b8287a,4627164,423091,3498,890
14630311-c52e-3cb4-9eac-ffd02597325c,b9472588-93f3-4922-a1a2-74082cdf9ce8,5664229,629560,1093,755
8590bfca-7f28-4b72-8b9c-81935def4281,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,16486292,1497777,3351,710
9ef2ec67-4ef9-40b4-a6c1-a4baed4a3223,8339c0c3-7a04-4b19-8ca3-b149e0d09222,4895757,225961,3695,531
fdc7dec3-79f0-3c87-8bd5-a8699333315f,b6b2bb8d-54a9-491f-9607-7b546023b433,8965128,1077344,4907,745
06efb82d-9af4-3617-b5a1-bfb17ef29a14,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,5590192,588655,498,1030
4bcf2dfd-5054-475f-b819-8d1d4dce81dd,b51c672b-85e0-48fe-8648-470a2422229f,8801208,471393,2332,740
0069c0f7-9274-4b4b-a10e-110b90a4bcc0,302bd7b9-d012-4360-897a-93b00c855680,1574109,260845,48,182
0ef2d9ae-77fa-49b9-acc7-16ae6bd9c43e,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,18252201,1511655,894,710
1daa1dfe-995e-4102-baa8-fe998a7012a6,f40856e6-079f-4a0a-916e-9e6a5e04f646,309483,42385,1367,1001
762b4e59-a423-4e2f-a306-ef2c29ac3f6c,4b3392b5-704e-461e-95a3-da8e94c9d4e0,3834846,321754,3095,301
09ec0a25-dbb5-479b-9ff0-0c0c5327800b,24e1b53c-3085-4581-8472-0b0088d2508c,5808954,617248,665,136
30cb76f0-286e-47fc-afa5-81a697599115,2baf3276-ed6a-4349-8d2e-f4601e7b2167,10075851,557704,1817,163
cee86283-3fef-4ddd-b628-30e1df7bf89e,0a7920d5-135b-4bca-885c-ebd79f0d5d9f,10052405,1217067,4336,38
a27d81fc-6291-4194-ae91-6f673f193d0e,850a8b03-98a7-4fd3-afbd-5e5520b4ef5f,7454023,473754,3736,538
ca8578d9-7db9-477e-82f2-74cbbf91ef27,2bd16069-0d18-4925-a4c0-cf99344cca0b,3408574,227261,4271,165
4cc594f3-de66-44c6-8e79-c2981739f3a0,b6b2bb8d-54a9-491f-9607-7b546023b433,6495199,668841,2358,745
f542878c-5d86-45b9-8abb-649b58c1e7f5,610b71d9-fa78-47d6-9073-083922e73840,6993953,469375,4809,392
a87af795-8699-4b45-a881-e5506b9301aa,6b014cfd-4927-4187-a741-715998e6d785,2832921,230889,3818,436
abd351a8-8b8d-4bcf-8f10-fb3787184309,70198b37-f6c7-4cc7-a728-4224e860a15f,4107884,272873,3860,458
176b9a82-003c-4e3c-9397-0fd917b9fab4,25ab7547-a4d2-480b-b028-c7f3497bc858,4197464,500872,1182,140
e7cf14ac-6e99-4634-a666-03e59816fc67,fa58cf24-0e44-421d-8519-8bf461dcfaa5,45222281,1842952,4651,1028
fa663909-564e-456e-a8c1-c01b2f37a564,24e1b53c-3085-4581-8472-0b0088d2508c,5373478,499335,4873,136
930bd823-8fac-4e57-a347-0408eb3d072f,84d4283e-903a-42c4-a0d2-d3949bfa1f3f,3830995,243155,3560,537
082c1186-cbba-4f85-9e87-328fcd2e96e6,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,2615837,230470,578,682
1c1cad84-0431-3b10-b23c-c536c6dc511e,e21857d5-3256-4547-afb3-4b6ded592596,4380356,652965,1326,928
a812433a-7689-38a9-a42f-92b9fa94c953,a8754ac4-a85e-4f48-a81f-eecd482570ef,2878221,430769,3809,686
0812833c-4a27-3f5f-b5c7-96c5deb9c6bd,5f6ab597-f57a-40da-be9e-adad48708203,7880834,1431104,574,384
0d4217ef-f57b-4f9a-82a6-19f60f517dd2,53b06622-ec51-4924-a554-58b0affde6b5,5420192,515051,823,339
ab45963a-2ab4-4796-99ac-39f8926d07ac,bfa6929d-8375-488d-b027-8a0691c73643,8603154,778960,3851,785
1083d654-7d7d-4865-a2af-2d43ecc1d290,0c33fb3f-50ab-4eba-adb4-7e4faa9bcc54,6294203,145785,962,48
4fd9fd8f-f4b2-4715-8fd3-7412ceba2dea,8834d8b5-72a4-4a6e-9d35-3a041b8579fa,2273587,161419,2410,551
fbcefaea-21c6-4df3-aa86-cd1a7ac5e80b,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,6052199,469005,4884,682
4a685094-5c70-43c8-b66c-87961b1f4933,5df62a88-cac9-490a-b62c-c7c88f4020f4,15455686,1139208,2303,378
ad5c3608-8dec-401a-b3e0-b2f1c4ad049a,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,3661226,293863,3882,557
9ed93db1-ddc5-461f-a794-08e44bad08e9,5441c29d-3602-4898-b1a1-b77fa23b8e50,3930963,555775,3693,342
7df43d1d-fd0e-4086-a170-9b40a8959006,13e2db47-3010-48b8-a8b9-667551f37119,1439135,169304,3226,71
8aa7b603-fcd9-40c9-a3a5-0d000fc7c3b7,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,3902754,329137,3428,557
d99dca08-d94e-4bfe-a6fa-280cbab193a7,f23ef341-33bd-47c1-b83c-846a78581f05,1433888,136902,4471,993
64f84b86-2059-4a01-aab0-c7cd8e9aa341,875203e1-8e58-4b86-8dcb-7190faf411c5,3181256,294023,2819,547
ccab6c24-a824-4a90-bd3b-f9e153654bda,35214d53-009b-45d9-8a00-6664325b9e2a,2461627,121963,4304,208
b6080590-2e5f-4ea3-b411-55d4aed67462,7abcc817-ab8a-4095-9295-83aa5c11c3a1,3696668,515233,4002,494
582063b6-08cd-4a44-9297-0c1320fa0110,b46e298d-d3a5-4695-a03e-63e8c523b23e,5797877,453182,2573,738
27dcd88b-47ed-3ef1-8320-a1d280a8095c,078a9376-3c04-4280-b7d7-b20e158f345d,4717137,540673,1611,33
39bb769e-d494-45e7-9d66-9ccd2743950b,7e61db63-b2e4-496a-a3a3-d4383c63b698,12325725,622176,2012,511
713f6d65-e99f-47fd-91bd-ca7558bd3a58,e3e0abcd-7671-4482-a9d8-462f5acc9be5,13674361,1639672,3012,934
11119043-c4ce-457a-b095-6c8ad2fb7e9c,9d17d14a-e81c-410e-a90b-b02b0a9de6f8,4357197,351377,981,647
9ea37476-fc29-4f78-802a-0b8ef1f4649b,3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9,1812961,179788,3690,190
ac7a8b91-7996-42d7-a33f-09a9f8568d65,8da127cc-c432-418f-b356-ef36210d82ac,10812783,436902,3870,576
0ec3d9e8-f152-4438-944f-6235f8eb0732,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,3794829,553483,887,404
9666c2d4-bcfd-4c61-8295-54eacd85e458,201412c6-7ced-472b-87a9-9259ec3c07d3,6569499,462969,3602,117
1abdf128-2f80-457c-8da0-e554e8e3b534,ca9766a0-1c30-43e6-a213-bac1334efc4a,29961617,1709533,1285,832
78e7733d-bc07-43af-aa3d-820153767d99,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,4982164,457761,3146,517
f32a3e55-37b8-4c7c-ba2c-a0dced20907e,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,4054629,292717,4782,682
e5fd3208-eb19-4579-8417-733121b1421b,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,4149114,560035,4627,1032
8154704f-cedf-4b1e-95b1-5ad7b5a24052,d5d97b2b-b83b-4976-814a-056d9076c8c3,7745171,1045311,3272,876
cb85b719-144e-4bf8-8bee-c5fa57ee30b1,f2492c31-54a8-4347-a1fc-f81f72873bbf,9438431,900884,4288,994
43a90ecc-aca6-3ed2-9c78-e5634ed5c040,fc63d806-ca89-4ea3-a404-ee6de695743f,3199017,582169,2161,1041
13f11191-f67a-4f35-8b58-62410b13d6cb,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,24833861,1467024,1082,1008
0e9e9308-a396-4bc6-9b8f-65b30089877c,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,5599792,589724,883,503
6673ae5e-ceb7-49df-860b-9d8cd53832de,850a8b03-98a7-4fd3-afbd-5e5520b4ef5f,8786756,621338,2841,538
8a1ed345-5f50-3e5b-987b-9d8848e76643,b1570544-93ab-4b2b-8398-131735394202,8317588,836153,3423,721
bb14aae8-943e-4e09-bd3c-3eae71a63be9,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,5322931,432310,4084,557
e33b0965-9031-496e-814e-fe498d061bca,1882fe91-cdd9-49c9-9956-8e06a3810bd4,22058698,1118894,4596,95
aae8813e-ce41-4ab9-a247-025343ce3f3d,2baf3276-ed6a-4349-8d2e-f4601e7b2167,3466266,408272,3846,163
99038c69-adc7-4881-ab23-b9d314c76198,61af87f4-16ee-4431-8504-cc06187079fb,7705408,655197,3626,397
68ad5509-9be7-4c85-9c80-5de03871264b,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,14709675,975784,2880,667
2ee2fa48-8143-4b7f-96bb-8696d2010f5a,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,16167184,1047911,1779,1008
7a15fcdd-cad1-4af9-a75d-d6586112664a,d32de3a1-01f0-430e-859a-72307724041c,1604741,158861,3163,862
08cafe0a-6706-343c-bd09-2db29851835f,73e5e69d-3554-40d8-8516-00cb38737a1c,12043898,1184422,609,466
340f5067-2911-4106-989e-09d5b87552fc,7a3970c9-ecd8-4eee-a267-4d8c77d97ff3,866485,125005,1887,493
80a8cf6e-e8d2-3187-8606-8c5ea20afd94,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,12850822,1663715,3262,757
2c7070ba-3438-40c6-8bb6-3e983dd69a5d,188711ed-c99b-439c-844a-ca831f63a727,973534,223232,1722,96
519555b5-b360-43d1-b34a-aedda1167744,197b70c7-8910-4030-ad03-632d82aa40e3,4516863,388322,2441,98
0d87d3c2-1a2d-4c56-a99c-4041ad4b86f5,fa58cf24-0e44-421d-8519-8bf461dcfaa5,8172936,511462,835,1028
d7fdf74e-d4b5-4466-a72a-ec27cad03e0c,e4378b7a-6138-441a-aa34-50e11a562066,677596,105075,4448,936
5506d4aa-da8c-4490-a9e0-0ed4c1473f95,49204a7a-ed85-407a-828f-6fd46f1d8126,20317856,497273,2515,290
26b5bf0d-7758-36e7-a14a-90cef450d9af,8456e9f7-debf-4579-a86c-33a325a35d2d,2321642,370305,1588,536
2d646b0c-4ff2-43d5-8daa-15ed56ab590c,b51c672b-85e0-48fe-8648-470a2422229f,10050207,427716,1749,740
b25a500c-db98-4264-af03-f1a583922f9e,a9ee533f-8871-4f62-a6bb-91eb264abc90,3605847,464289,3947,692
a2c4532b-2a92-45c5-8f95-b22de3c42228,3ceeddbd-fba5-4bdb-99f7-2d028ed5afda,6082512,434465,3740,246
5a34ac9c-8d8e-44ab-a66c-0de7836dedf5,92da4329-77a4-425c-8e92-4280110cace9,9522148,557536,2611,602
