name,hash,x,y,z
modern indie folk,c0f1dc8a,-79.1178,85.3053,-9.6991
country rap,39aa9437,102.0326,-136.7121,22.4038
early music,a547dc5f,-103.2996,231.7117,-3.7658
glitchcore,a0518238,-42.8909,-135.3646,13.053
cantopop,6ff7f030,-12.8437,-0.3121,6.789
bachata dominicana,96ecf140,248.1035,-53.1015,-35.9732
modern folk rock,f90ee225,-77.4258,64.9028,12.3397
egyptian pop,b68880cc,70.1519,-81.705,-13.456
mexican indie,b325fbde,-40.81,-122.9736,15.2667
bubblegrunge,ef0c11c0,-138.1881,-21.6547,17.2205
beatlesque,12c37290,-97.8778,18.9399,9.211
norwegian pop,2f4fe1fa,-19.4027,-31.8227,-2.0856
meditation,6e77a66b,-283.2301,212.1561,-7.5465
symphonic metal,1563f798,-205.8783,-102.1802,-7.8856
arabesk,908a4129,-27.7115,71.7722,13.1275
german drill,a5a0d685,178.4093,-62.0672,6.6551
deep underground hip hop,35ef0f4c,146.0871,-54.4119,18.2102
electronic trap,5456d910,60.137,-149.4122,-6.156
classic pakistani pop,b1756fbb,16.6953,92.8554,-11.3146
electric blues,3f0f501d,85.313,111.9013,-34.5611
weirdcore,a5d37fe7,64.3143,-19.1577,9.8039
late romantic era,df49428c,-149.4436,284.3621,-5.9379
chill r&b,a8d60932,66.7441,-11.3364,2.7417
meme rap,675316ab,146.5928,-78.5599,-13.7397
viral rap,f62db310,224.9723,-139.8926,-6.2473
japanese vgm,62eb45d8,-106.8057,31.8256,-15.052
funk ostentacao,d15a7776,274.2764,-64.3995,-19.5027
trap funk,6a1bc9cf,203.4694,-67.1954,-14.5675
arrochadeira,7c8df0c4,322.6139,-144.7604,-2.0068
indie r&b,3f436229,77.5528,-5.0808,-13.1895
pop rock brasileiro,55d5fe69,-45.5897,-97.3716,23.153
previa,e7d5e255,269.5533,-119.2101,27.9319
blues,2e00f415,167.0201,176.3762,-39.9144
covertronica,4df0aa73,54.2896,-171.7515,-8.8633
pagode baiano,b66cbf5a,182.6293,21.9121,-15.8059
indie rock italiano,bf4dc61e,-65.214,-84.6655,-15.2285
bhojpuri pop,6ba4837e,45.4945,-64.4407,5.4661
neue deutsche harte,97a22a70,-107.2744,-200.6144,3.7147
scandipop,3d5025fc,72.8705,-158.0904,3.6448
classic canadian rock,9f48d101,-64.6553,6.8422,-10.7763
meme,58117e24,91.4605,-131.1825,5.5353
belgian edm,8e1ddba9,93.8493,-196.1093,6.6391
indonesian jazz,39b3e07e,11.4966,39.4706,14.8115
contemporary vocal jazz,70c3b8df,26.9951,169.9027,-5.1097
nu-cumbia,98486f29,148.9153,-144.3019,16.3608
rap dominicano,27b68b98,237.4814,-92.5791,19.3574
anime score,6a2f94f2,-91.7282,120.5178,-12.0247
classic swedish pop,94dd37b6,4.6425,26.5894,1.515
ambient lo-fi,1453591e,-178.5503,93.9264,-24.5912
swamp rock,db728df8,31.851,36.4594,-1.4206
vocaloid,5d877dad,-78.315,-157.2443,-8.7955
classical era,2b2c31fb,-84.7985,270.6561,-4.0453
pakistani hip hop,f4d5f7d9,177.2918,-68.0102,18.9494
australian psych,61d3b813,-162.1378,-17.4324,6.9752
australian indie,0bf47ef6,-45.3428,-76.9339,-9.8996
instrumental hip hop,72f889d5,69.3719,-103.8643,9.2365
c-pop,c2290ce3,-52.175,53.5364,16.3601
old school atlanta hip hop,16cda25e,165.1394,-152.455,-11.7563
indonesian rock,0ab748b8,-93.7453,-108.9745,7.4413
punk blues,c5cd54c7,-111.7888,38.5012,16.5427
taiwan pop,6681d01c,-40.848,-19.0708,10.822
power pop,e188fd11,-99.2809,-16.8318,2.8298
schlager,1ca3f2de,13.9876,-160.1028,-5.3515
chillhop,fe6138e7,147.5252,3.8494,7.7704
russian trap,15f1cf21,112.634,-107.3906,0.6963
nz pop,d3d6ce06,49.9281,-49.9136,-10.4961
gujarati pop,31774357,-5.9206,58.1376,12.8592
memphis soul,af8e46a4,63.2953,67.3103,-2.6458
musica popular colombiana,0316ee86,228.6623,58.0766,-20.5502
mambo chileno,a431cb26,208.8826,-162.3549,11.0739
christian rock,2aa1934f,-157.3199,-197.1069,-4.0248
classic indonesian rock,8e780604,-76.8235,-45.4448,-1.5581
early romantic era,6710ca7a,-73.9613,288.3464,0.918
edmonton indie,af718470,-58.2439,-9.8617,23.1773
sacramento indie,18c823e1,-113.9288,-48.3344,9.9906
jam band,43cd2f7b,-1.2424,83.6574,27.6838
drum and bass,501d37c8,52.6751,-228.1841,-3.631
melbourne bounce international,50f2cef6,128.1555,-198.8956,12.0433
dutch rap pop,3ec6bf4e,198.507,-75.8146,7.1504
dangdut koplo,d946a506,52.6551,-87.6513,-5.3468
turkish folk,caf6a911,-20.6328,148.9141,0.5864
golden age hip hop,55718ea9,233.2517,-167.5223,19.2339
javanese dangdut,4c2f5a02,68.1785,-91.8884,-10.7225
post-punk argentina,cb6d11c3,6.4199,-67.4451,28.2678
alternative emo,a637d0de,-141.7276,-83.4861,10.0024
greek trap,1cec5f0b,138.5319,-87.4386,4.3977
post-punk,2accdf3f,-80.4366,-21.6787,6.8595
hamburg hip hop,b1bd7fe7,161.5483,-33.9505,7.058
soul blues,099302f3,68.7826,131.2612,-4.9126
pop rap brasileiro,f89871c0,115.5496,55.7253,0.6078
venezuelan hip hop,8cb21d8f,180.7367,47.0097,0.1007
j-pixie,be2e708e,-116.8895,-224.6741,2.4102
cantautora mexicana,0df24817,21.8645,-35.8509,20.2187
deep euro house,0878e6f6,244.9812,-229.6022,10.8276
pop lgbtq+ brasileira,d29d6726,87.8104,-31.0866,-13.5084
bass house,700f7a27,208.2895,-203.0419,20.5653
nouvelle chanson francaise,fb70c429,21.8869,16.2386,24.1953
crunk,302829e8,184.2303,-145.3853,-5.9166
electro,b4d21f87,182.3861,-205.4807,-4.7169
operatic pop,d7059655,-164.0819,163.5896,-4.6921
spanish indie pop,2a82d905,-87.9457,-72.7947,12.9915
celtic rock,ad5b8a3e,-102.1242,28.3726,-6.162
vietnamese hip hop,1cd1651f,135.1239,-3.4374,6.8797
p-pop,668bd429,37.7324,-91.7992,16.555
indie hip hop,8364feac,128.0767,13.0483,-0.8765
stoner rock,c58409a3,-189.5343,32.36,4.1315
pop house,c3f410f7,103.1012,-208.9443,16.3465
bubblegum pop,9cfbd74e,-5.7607,92.7375,-1.3306
argentine indie,1e850a7c,-21.1639,-48.749,-1.5666
modern bhajan,20b5ca4f,84.3244,-10.3342,10.3051
new york drill,a15b1197,186.5347,-61.9809,0.9273
red dirt,50267e56,-58.3155,-53.5706,1.0234
irish pop,cd7ab646,-6.9618,1.8011,0.4503
danish hip hop,4457eddd,139.5076,-80.7966,-12.7188
progressive metal,43bbf144,-170.7256,-53.4655,1.1446
canadian metal,4e75924a,-189.6778,-49.5419,10.7987
malaysian pop,83b73241,-57.809,-62.5109,6.5334
countrygaze,f8474816,-108.8147,98.8487,13.8446
indie garage rock,03af0aff,-94.5872,-40.5846,-4.7789
etherpop,af878064,-66.5325,0.2417,-11.3706
ska,3aa9adbb,51.234,-53.1278,4.9381
bebop,8fb7a40d,114.6606,225.3715,16.6679
funk pop,cea278ee,206.2425,-163.8386,6.1811
chilean rock,a923e308,13.3708,-30.6696,7.7093
chinese viral pop,a7873be4,54.3758,-82.3731,-5.3287
turkce drill,187fe81c,132.1351,-136.3371,18.5435
australian electropop,ab35c054,7.3522,-145.621,-29.1846
musica de fondo,b513fb34,-268.4039,171.8389,-0.8808
philly indie,3d03dc91,-121.3685,-2.2729,-2.1402
hip house,cd7db707,148.1693,-214.863,25.742
post-romantic era,7356e261,-160.0867,292.6588,-0.3627
swedish gangsta rap,de3d0c1a,149.4939,28.5619,4.6014
dancefloor dnb,85dcee49,-4.3864,-206.3368,21.8167
comic,040432c6,109.2544,98.1575,12.8829
scenecore,fee6a40d,-60.739,-177.9538,-7.8909
piano cover,79ce86ea,7.1924,248.5586,-5.9167
rumba,e47727e1,66.127,45.1059,7.0564
electra,93ea0e48,85.0075,-113.1576,12.8601
korean pop,17aaf461,-29.0056,57.0346,5.7553
reggae rock,edae7445,105.6527,-125.0945,6.6683
dance-punk,4dcbe8ad,16.2744,-160.3832,20.7995
chill pop,a6a3a546,50.0013,18.6273,11.5012
german alternative rap,20d3818f,145.5539,3.6365,8.3009
canadian indie,e618e397,-77.78,-2.0694,9.3014
preschool children's music,e7f9adc6,190.7766,-26.3029,12.6382
moombahton,0edd5847,126.3216,-184.4204,-3.0188
tagalog rap,a9ed1d53,157.1443,-49.0121,-4.7403
background music,5969ba6d,-246.0908,165.9514,7.7309
funk bh,0d178de6,275.1104,70.0755,65.4377
torch song,f40399fe,15.4899,286.6614,-19.1587
indie surf,f4e63086,-119.0477,-96.249,-8.9684
italian underground hip hop,edb52eaa,70.797,39.1831,-23.0897
pop romantico,dc441470,-29.4635,88.5177,13.2876
dutch rock,9617e67d,-59.7134,0.6346,22.6461
rome indie,6460c40a,-23.8942,-27.6179,9.7908
uk drill,093bf90e,208.5353,-63.2033,-3.6995
protopunk,8447452f,-74.4053,53.081,-5.1939
shush,a8a2f32a,-318.1054,186.8569,67.0593
smooth jazz,66f57d97,82.1465,-22.0512,-32.5397
j-poprock,e25e488d,-90.809,-179.4203,-5.027
old school hip hop,0cdbe76a,236.3689,-144.171,23.4117
ectofolk,4d02df25,-16.6093,89.0946,16.3237
small room,7854adbf,-72.7953,90.2448,7.4721
turkish singer-songwriter,cfc959e7,-1.0176,18.7887,14.3314
indonesian r&b,09ccd0e6,56.4465,-54.0599,-9.4582
kentucky roots,8b39081e,-33.3144,51.1694,8.7687
turkish alternative rock,9a154f2c,-67.4288,-47.0545,-0.0481
bedroom soul,c408203c,99.4535,-0.1588,-22.0316
cartoon,d524ea47,252.4592,22.4081,18.1518
modern salsa,8fe1be66,129.6538,53.8693,-5.3813
writing,1935d7b6,291.5672,120.5659,-21.5852
background jazz,92c6c8dc,62.8653,106.3263,-4.5297
lo-fi jazzhop,c6068fc0,149.7485,32.644,4.1374
musica infantil,cdbf9cee,107.9085,84.0182,8.8852
romanian pop,fc06018d,104.3632,-166.5478,11.2695
gauze pop,05f9cbc1,14.3333,-96.8854,7.3601
chillwave,cb9ea572,-15.0525,-99.1935,25.7005
deep ccm,93c8465a,-143.668,35.1718,2.1538
norteno-sax,8d418bc9,79.3273,-16.8127,-10.1134
alternative pop rock,88728143,-88.4165,-87.9489,10.2307
finnish pop,8f4f4471,-36.4169,-114.8539,20.5915
trova,18bcb4c8,74.8876,143.2954,0.6733
desi trap,b30993ad,167.1466,-66.2061,-1.0756
dembow,9d5bdd38,274.2157,-140.0958,22.5154
cumbia,3f31f212,204.5528,14.9366,1.6893
speedrun,547c7fe1,14.9674,-105.7265,-4.8862
world,7c211433,44.6969,60.561,-36.9644
norwegian indie,8723be24,-58.8612,12.8911,0.9735
perreo,81374108,263.8514,-158.2141,49.6267
reggaeton chileno,00971812,170.1171,-153.4351,3.667
aussietronica,0558a01c,68.3565,-159.8628,0.2444
classic schlager,f33b6bd6,-6.1199,3.3994,11.1818
melbourne bounce,670ed1bf,133.0065,-211.4812,10.9037
rock cristiano,fbdf229c,-79.1176,-127.0461,4.2817
finnish hip hop,bf74993b,127.7427,-108.473,3.798
french indietronica,f53c3185,44.919,-139.6005,-3.7257
experimental pop,532fc676,-46.0486,30.1898,-3.4009
belgian hip hop,cf876e9e,154.125,17.6033,-0.254
classic opm,3db617ce,-46.4102,75.7966,12.6321
jazz funk,f4f471f2,82.2241,100.3006,6.904
tecnobanda,9a7fe965,188.1634,16.7984,-14.7654
japanese soundtrack,8381c7d6,-136.8878,122.5905,-13.3844
modern dream pop,dc30e1a0,-138.1118,-98.4319,-18.9715
pinoy r&b,219ab7ce,80.4328,-53.6511,9.2087
czech hip hop,e4f856aa,138.5726,-93.017,1.5252
indie triste,b0d06a00,62.8031,114.59,-15.5817
south carolina hip hop,7b271075,154.8262,-159.6418,-9.1794
trap mexicano,2be0c05c,170.2059,-113.9797,-7.1881
albanian hip hop,5d8fd592,167.3197,-108.2768,8.5266
boom bap espanol,d2b4f4ce,121.2907,59.4548,-10.1349
chutney,32e849e0,63.5129,94.0186,-6.1386
laiko,ad3392dd,25.0478,54.669,4.5276
sunshine pop,ebd1aded,0.3308,101.1287,1.4123
birmingham metal,af8642f0,-210.4592,-7.504,4.3058
german soundtrack,c1f9ac93,-200.8049,88.8867,6.1246
disco house,3f8abd0b,160.0908,-226.4434,14.077
fvnky rimex,72af81ff,196.9856,-222.0853,8.8527
acid rock,03fa2f86,-93.3885,79.8629,-11.0582
instrumental worship,5840e1ce,11.4699,189.0291,-2.1591
japanese alternative rock,ee961716,-87.2598,-94.7606,9.9022
scottish rock,749cf006,-119.1618,-65.7266,10.5969
corridos alternativos,7a2d746f,169.0384,65.6198,-20.9211
nashville sound,a7d774f3,27.2415,158.5448,-14.8743
modern alternative pop,14334896,35.0089,-73.5109,4.6666
rap df,703ae1ea,191.8623,-66.6863,-1.4887
velha guarda,9553f16b,33.1156,160.8777,-13.4599
rap politico,ecbb4fd3,143.1189,47.9214,2.8708
post-hardcore,11eb8e18,-159.7843,-20.5119,-0.49
cumbia 420,3f31f212,286.6584,-116.16,15.3215
british singer-songwriter,9a5d6fb9,-30.7576,123.2947,-5.6588
bossa nova cover,61f10739,175.0431,53.2438,-21.3494
social media pop,2110562c,55.8202,-105.4075,-4.9104
brazilian edm,bab7098d,212.7306,-202.859,16.8986
scorecore,d71f8e01,-172.9385,46.1477,-20.3996
redneck,af54d559,86.0688,-136.5125,16.8609
german baroque,2a49147b,-89.1597,234.0542,-3.6168
detroit trap,71b476fe,151.0028,-108.5434,3.4908
texas country,f0f3ddfd,-60.9847,-70.9624,-10.724
greek pop,f5208891,19.2441,-63.3961,14.3575
british soundtrack,651efcf2,-213.6872,154.8877,-0.9884
swedish metal,bae69d53,-215.8502,-61.9432,-23.7394
israeli pop,66843c1d,-20.7687,-30.1758,-0.8289
slowcore,2f4d8a90,-102.8452,114.9041,13.9698
gaming edm,0171e673,9.847,-152.024,-13.2044
houston rap,25d83130,166.4766,-68.7222,-7.2492
german romanticism,e52a3b59,-109.9977,292.9877,2.5711
nu jazz,d60c9ea4,84.6178,-118.8111,5.8107
panamanian pop,da44c5b4,147.574,-41.2505,-3.8183
new jersey rap,a1d31c4a,142.9317,-11.3469,-0.7888
epicore,ced16021,-137.466,-42.0339,-18.3812
r&b brasileiro,506a24b2,96.7093,-5.7728,-18.896
slowed and reverb,e64f2f0a,72.7263,-5.7281,-9.7986
czech pop,41fa0acd,-14.5019,3.4867,6.6002
death metal,2163a4ca,-210.0867,-7.4878,1.4974
arkansas country,e0b61c8a,97.4629,148.3538,-8.2713
chicano rap,6a860fc8,198.6083,-131.0819,-1.483
high vibe,a50fda97,13.1891,37.7078,-2.1693
swedish trap,2d4e84d3,165.5322,-52.6369,2.8051
political hip hop,97e764ba,116.6097,42.672,-0.1693
j-rap,efb53b34,117.1171,-117.2381,-8.4805
uk funky,6d00f05c,136.8812,-172.657,-2.041
albanian pop,06db22b1,92.7292,-106.1925,17.0973
mexican rock-and-roll,d4de45c6,50.4162,92.5887,7.6374
black americana,789a445b,24.226,31.8664,23.7082
ghazal,42402952,4.7646,121.9373,9.1965
modern southern rock,3cca7a1a,-104.7433,-28.4632,-2.3256
indian singer-songwriter,4d484b86,2.8815,67.1706,23.1138
japanese emo,3eeaec75,-156.6323,-68.8118,-4.5688
indian indie,1eb07b1b,-1.9166,-51.1297,4.4489
indonesian folk,773fcd99,-45.618,82.708,1.3046
deboxe,87b5d310,347.6831,-111.6681,-20.6274
french synthpop,2bc4523b,-17.2333,-137.2372,0.9014
russian dance,f7442197,105.0285,-148.7584,14.6737
gothic metal,82b9d8cc,-192.5536,-97.6364,-5.3624
lo-fi cover,50eb3a08,2.3745,105.6727,-11.3598
post-disco,95880cb7,128.4048,-126.2482,6.2531
greek hip hop,4a991c37,136.3424,-105.3391,9.9307
rap genovese,08f6c02c,101.8703,-55.2494,-1.3072
trap chileno,bda38beb,143.8042,-95.7851,-8.8221
reggaeton mexicano,17b09820,167.8246,-140.8661,-14.648
cumbia chilena,a5161342,78.5834,-76.5288,9.305
italian indie pop,b0042d0d,5.7674,-58.9796,-2.0983
kentucky indie,7e3d694c,-40.1073,45.9459,6.3578
nyc pop,795080fe,40.5202,-47.8344,7.0849
uk alternative hip hop,d414cb82,147.7886,53.2007,13.471
bronx drill,d766d18d,196.2438,-52.1449,-15.1921
italo dance,7ba27a30,149.3356,-226.6949,5.6198
salsa colombiana,cfe49d7e,182.8474,-5.74,5.5797
euphoric hardstyle,0108cfef,-83.0152,-189.4531,-18.4114
christian indie,625241dc,-109.609,26.6954,0.1757
canadian punk,6b6245d4,-160.3871,-84.1417,14.4837
polish viral pop,b7d35a2f,135.2471,-159.3882,6.5241
musica sonorense,d726b5c1,171.2303,75.9375,-18.6385
brill building pop,021e1781,-74.3362,116.4641,20.0278
modern blues,85bced10,-2.893,56.3018,9.3852
rawstyle,775544db,-101.0875,-194.9255,7.8265
afroswing,58a24e1a,164.7957,14.5525,8.8697
oakland hip hop,09005a4a,145.9246,-53.7684,18.0949
hard rock brasileiro,e01f898d,-81.9994,-66.9936,4.3808
grupero romantico,c1fc9f88,79.2814,-30.1167,-8.9933
phonk,60fcbdaf,130.178,-161.6044,4.9184
modern power pop,504fd679,-137.491,-96.0143,2.6721
rap calme,3223d37a,136.8154,38.6377,-5.8796
rock urbano mexicano,228fc653,-84.8767,7.2929,-14.3099
british blues,b4d2a09e,-49.9135,36.5506,24.728
hardcore punk,72a9c19f,-171.5652,5.6558,-1.4306
anime lo-fi,9bd11f0c,73.1326,34.0233,-4.1206
hungarian pop,87efd121,70.5158,-93.3509,-6.6511
russian alt pop,e19a4d20,44.9903,-81.3932,0.7814
rap belge,14de1a9e,150.5282,-43.3519,-0.9872
chicago indie,2de7fd23,-59.849,26.5455,-8.4583
lo-fi sleep,522c4f93,54.7429,63.7706,-15.1488
german cloud rap,f64efc8c,145.8404,-85.055,-3.7285
cumbia peruana,d784f764,90.6891,-30.0698,-2.5982
indie game soundtrack,1e80ff32,-69.0157,39.3492,2.2621
spanish new wave,0a2680fc,-5.5441,-108.9796,14.435
stomp and flutter,b206dcd9,-57.9971,111.4842,-17.0184
bossbeat,a008b415,25.1327,-152.7897,-14.2916
minimal techno,ec2b6d5f,237.847,-224.7423,3.7555
alternative country,05ccc568,-58.4105,79.1786,16.6268
gothic symphonic metal,f023f242,-193.6266,-110.9981,-1.1385
banda jalisciense,53ee6e70,130.1033,75.6271,-8.1149
minnesota hip hop,876b48c3,129.7231,-111.1054,-4.1709
latin talent show,97aeaee7,19.6844,-45.7408,5.9523
frauenrap,0ab44d72,192.3091,-67.5651,-0.7968
early modern classical,041bf9f2,-121.9598,284.6581,0.9049
asmr,74a91a6d,-108.3715,146.0145,-7.0431
acoustic cover,cb158164,50.2435,121.4984,-24.187
afrofuturismo brasileiro,3f5af2e8,135.8076,-83.4966,7.959
zolo,d37496e7,-12.97,-8.723,-13.7091
nu disco,5ade780d,138.0717,-207.6298,15.4503
indonesian pop punk,d78afdb2,-110.4057,-139.2191,-7.1675
afro r&b,4fca822b,105.2395,-39.7865,-5.3122
hi-nrg,50490304,75.4675,-192.4931,-9.4994
lo-fi chill,99e6c958,105.7227,24.185,-20.634
anadolu rock,f76b4e09,-32.8517,60.0161,11.2541
duranguense,538afdd5,113.8905,-37.1534,-4.6904
dubstep,d658628f,19.0492,-154.7051,-11.0718
trancecore,65a3a8db,-178.1971,-188.0162,16.1341
dutch trance,94107cd4,-7.6991,-196.8632,5.519
christian hip hop,71cf7776,102.9518,-61.2066,-1.401
jazz rap,3f746bd5,176.5849,-88.5986,6.2828
persian pop,5d17e47e,38.942,-39.5092,18.6898
rock gospel brasileiro,1abc1089,-116.7147,-44.7643,17.3438
pop electronico,371f5c3a,51.3541,-148.0175,-35.7008
finnish dance pop,298007a0,82.0569,-154.1733,22.267
supergroup,4975376a,-128.9664,-7.4457,-13.6775
deep groove house,4790b831,182.5519,-216.0427,-3.1965
classic hardstyle,96f59b93,-62.822,-186.7067,5.575
modern hard rock,a462a130,-147.1857,-107.6229,0.1304
ocean,721a45b6,-315.4021,190.6925,80.8384
haryanvi pop,2febf2b3,156.6012,-84.7808,-5.0462
belgian pop,3e36a8d9,37.7166,-86.2205,-1.4472
contemporary post-bop,7bc49de0,92.1316,217.1814,9.2481
vietnamese melodic rap,a0e3563c,121.2045,-63.9789,1.4899
hip hop tuga,6ec87f01,146.6605,27.4447,5.1346
gospel,cf75b6e0,-68.5629,97.892,-12.4664
shiver pop,90c84cd2,2.182,-94.5542,8.4922
jazz trumpet,e08a970a,93.2192,210.909,12.9708
american metalcore,30dba6c1,-187.8244,-149.9682,-1.4357
canadian electronic,4b01d2b2,120.9184,-190.53,15.7581
water,6d5a4592,-304.3165,188.0765,79.038
barnmusik,23d07122,179.7382,122.57,32.3339
northern soul,bebfcf0e,13.6872,72.9656,-5.7418
argentine telepop,9c50d01f,-0.3211,-89.2744,29.7247
deathcore,9c24e4c5,-191.0929,-81.3307,-7.7369
pakistani pop,d8a2c016,34.2315,-3.2967,-4.2065
visual kei,19bea2ed,-173.6874,-169.083,1.9413
stoner metal,63a8ac10,-198.201,31.6739,-1.9418
ukrainian pop,d3691aa5,42.1584,-92.17,-4.6628
doo-wop,cba77b06,-8.1141,131.3889,1.4668
colombian hip hop,0b9ae86f,165.0902,-56.4147,6.8032
traprun,ec56bc95,-2.5941,-142.6893,-15.9898
melodic dubstep,c8462281,-100.9881,-133.0459,-7.9868
seattle hip hop,b10619ec,92.2115,-45.7609,-0.8863
detroit rock,13c4da8f,-128.0253,21.845,-1.6408
hindi indie,570f8c1d,5.2233,-42.2458,4.362
ambient worship,8b3f7432,-208.2554,63.9369,14.817
piseiro,d68b1325,250.6953,-136.6974,13.8526
ska mexicano,fcc14eeb,46.4388,-64.6354,14.2565
big beat,99172718,49.0605,-210.5716,-2.9293
canadian country,162c6f5a,-27.2706,44.9564,4.2662
pinoy trap,0406a01d,133.0575,-82.3155,5.9138
vapor soul,518d15b9,34.6262,-87.7226,15.3032
haryanvi hip hop,d2eb03e9,105.7595,-57.2212,4.7785
taiwan singer-songwriter,a48c2e78,-47.5741,32.6054,13.2638
hardwave,0e7935b7,-68.6713,-142.8201,-13.1222
australian indie folk,4d903854,-22.3495,55.7406,10.6626
folklore argentino,b6242ae6,118.7176,146.4811,-15.2136
partyschlager,16ccd2a6,13.7231,-215.1876,-16.1045
rock alternativo brasileiro,e533a4cd,-77.7019,-83.0787,-7.9884
diva house,962d5efd,140.1106,-200.9583,22.4863
london rap,4e5be24f,159.4612,19.3477,-3.5366
argentine reggae,5f3119e9,140.4694,-123.9478,11.2292
future garage,5f209419,110.8658,-163.6151,18.1793
milan indie,dd155f02,11.6283,-83.9244,-14.7722
intelligent dance music,fc5f61cf,34.0882,-91.2383,5.3595
drumless hip hop,d37d4d2f,49.5282,13.1414,10.7749
nwobhm,1173fece,-187.3516,-1.2909,3.1421
charva,d42456b5,151.3733,-138.7853,9.6007
cool jazz,dfc8a238,76.1635,226.3845,3.0265
canadian pop punk,23232997,-166.9858,-182.7718,11.0275
indonesian alternative rock,d96d4714,-113.3295,-32.2428,11.7205
indonesian folk pop,602044a3,-9.3529,152.0908,-0.2653
melodic death metal,a6d8a236,-234.4034,-97.838,20.7434
j-pop boy group,3aa60431,19.9149,-167.4626,-0.9014
japanese electropop,20f5c272,-4.5338,-151.6326,9.8293
australian surf rock,6159c9ea,-124.4063,-125.4974,11.922
j-acoustic,3e20d9b3,-14.9138,42.9024,26.4331
progressive bluegrass,037e3511,23.1298,121.3338,4.7817
corridos clasicos,35b508d5,156.7446,90.3794,-4.7094
rif,e60c46ac,67.1829,-90.4938,-10.2432
turkce slow sarkilar,128776b6,-2.1937,31.7003,2.3572
canadian contemporary country,ab11fb8a,-86.678,-106.0609,9.8207
chicago bop,a0fc3256,86.2161,-129.9203,9.286
middle earth,7d51d268,-195.1968,77.5072,-23.0732
swedish synthpop,fbfea4ec,3.5423,-175.2701,-4.8894
hawaiian hip hop,9c28bc39,174.8131,-10.9738,-6.7951
neoperreo,7fb07986,180.9896,-156.8503,10.2059
boston rock,58861ff8,-122.2704,10.0512,-15.6788
classic mandopop,e7b86471,-80.8681,69.7737,15.9223
soul jazz,169845f1,59.6603,188.7077,-21.4779
rave funk,16e1002f,334.8223,-58.6108,-22.6315
seattle indie,033474cb,-90.0999,-8.1176,2.6669
vocal house,30acdeb4,151.1277,-224.9636,14.4778
russelater,3782d728,90.219,-175.9473,1.8419
cubaton,de7df830,166.4516,-156.274,-5.1575
vapor twitch,13235c37,50.4601,-94.7001,4.1552
mainland chinese pop,c0c3225a,-37.31,-13.9771,7.3958
trap soul,799dc36e,72.044,-83.625,16.3512
electronica argentina,8426ef4a,9.7622,-93.1406,0.4409
tropicalia,ff6fcd46,49.5607,77.7127,-7.2123
manguebeat,b08fda49,82.0342,-21.4166,6.048
rock uruguayo,04069b29,7.2218,5.0176,15.4905
rap espanol,7140ac1b,151.499,76.1548,0.1657
korean city pop,9661b754,44.6796,-56.9411,-10.5725
jazz saxophone,38eb6871,77.8783,201.3634,6.8624
moroccan pop,81ad1dbc,56.3546,-55.0839,-9.5351
impressionism,68aeab5d,-115.8279,297.8532,-5.4367
nu gaze,47cf1ab5,-189.334,-88.4438,-8.5415
chill drill,053ea815,196.7101,-1.9468,24.2775
urdu hip hop,04832419,195.0463,-65.1642,10.8085
traditional blues,2933e28e,168.6514,187.439,12.4332
dinner jazz,b9b1b138,148.7194,157.9365,0.5228
funk 150 bpm,412bedd7,303.8313,-57.0163,-28.7667
jamaican dancehall,78a4502b,179.7109,20.1308,4.5071
brighton indie,edc22945,-96.0768,-48.4589,5.2159
spacegrunge,43dd6718,-186.6598,-38.5051,1.9775
musica bajacaliforniana,0389b39f,154.4821,52.6805,-5.6304
suomi rock,c01a7620,-25.1392,-19.1752,12.5985
comic metal,0772a5c2,-91.4378,-106.0959,-9.0728
swedish idol pop,0c1a7c20,-27.2196,-127.6318,5.9498
alte,f8d97478,122.3578,-19.6186,-11.7948
japanese r&b,d320a6fb,62.27,-85.8886,-14.7727
